id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,this agreement sets forth the terms under which i make certain copyright and patent rights available to you for your permitted uses of the specification,0,0,0,0,0,0,0,0,0,0,0,0,0
2,capitalized terms are defined in the agreementÃÂ¢ÃÂÃÂs last section,0,0,0,0,0,0,0,0,0,0,0,0,1
3,i grant to you a perpetual for the duration of the applicable copyright worldwide non exclusive no charge royalty free copyright license without any obligation for accounting to me to reproduce prepare derivative works of publicly display publicly perform sublicense distribute and implement the specification to the full extent of my copyright interest in the specification,0,0,0,0,0,0,0,0,0,0,0,0,1
4,as a condition of the copyright grant you must include an attribution to the specification in any derivative work you make based on the specification,0,0,0,0,0,0,0,0,0,0,0,0,1
5,that attribution must include at minimum the specification name and version number,0,0,0,0,0,0,0,0,0,0,0,0,1
6,i on behalf of myself and my successors in interest and assigns irrevocably promise not to assert my granted claims against you for your permitted uses subject to the terms and conditions of section 31,0,0,0,0,0,0,0,0,0,0,0,0,0
7,this is a personal promise directly from me to you and you acknowledge as a condition of benefiting from it that no rights from me are received from suppliers distributors or otherwise in connection with this promise,0,0,0,0,0,0,0,0,0,0,0,0,0
8,this promise also applies to your permitted uses of any other specifications incorporating all required portions of the specification,0,0,0,0,0,0,0,0,0,0,0,0,1
9,all rights grants and promises made by me to you under this agreement are terminated if you file maintain or voluntarily participate in a lawsuit against me or any person or entity asserting that its permitted uses infringe any granted claims you would have had the right to enforce had you signed this agreement unless that suit was in response to a corresponding suit first brought against you,0,0,0,0,0,0,0,0,0,0,0,0,0
10,as a result of claims by a related entity of mine,0,0,0,0,0,0,0,0,0,0,1,0,0
11,if a related entity of mine files maintains or voluntarily participates in a lawsuit asserting that a permitted use infringes any granted claims it would have had the right to enforce had it signed this agreement then i relinquish any rights grants and promises i have received for the specification from other signatories of this agreement unless a my promise to you was terminated pursuant to section 3121 or b that suit was in response to a corresponding suit first brought by you against the related entity,0,0,0,0,0,0,0,0,0,1,0,0,0
12,this promise is not an assurance i that any of my copyrights or issued patent claims cover an implementation of the specification or are enforceable or ii that an implementation of the specification would not infringe intellectual property rights of any third party,0,0,0,0,0,0,0,0,0,0,0,0,0
13,notwithstanding the personal nature of my promise this promise is intended to be binding on any future owner assignee or exclusive licensee to whom has been given the right to enforce any granted claims against third parties,0,0,0,0,0,0,0,0,0,0,1,0,0
14,solely for purposes of section 365n of title 11 united states bankruptcy code and any equivalent law in any foreign jurisdiction this promise will be treated as if it were a license and you may elect to retain your rights under this promise if i or any owner of any patents or patent applications referenced herein as a debtor in possession or a bankruptcy trustee reject this non assert,0,0,0,0,0,0,0,0,0,0,0,0,0
15,in addition to rights granted in 31 on behalf of me and my successors in interest and assigns i agree to grant to you a no charge royalty free license to my granted claims on reasonable and non discriminatory terms where such license applies only to those granted claims infringed by the implementation of the specification solely for your permitted uses,0,0,0,0,0,0,0,0,0,0,0,0,0
16,except as specifically set forth in this agreement no other express or implied patent trademark copyright or other property rights are granted under this agreement including by implication waiver or estoppel,0,0,0,0,1,0,0,0,0,0,0,0,0
17,i acknowledge that i may compete with other participants that i am under no obligation to implement the specification that each participant is free to develop competing technologies and standards and that each party is free to license its patent rights to third parties including for the purpose of enabling competing technologies and standards,0,0,0,0,0,0,0,0,0,0,0,0,0
18,i agree that i will not intentionally take or willfully assist any third party to take any action for the purpose of circumventing my obligations under this agreement,0,0,0,0,0,0,0,0,0,0,1,0,0
19,i represent and warrant that i am legally entitled to grant the rights and promises set forth in this agreement,0,0,0,0,0,0,0,0,0,0,0,0,0
20,in all other respects the specification is provided as is,0,0,0,0,0,0,0,0,0,0,0,0,0
21,the entire risk as to implementing or otherwise using the specification is assumed by the implementer and user,0,0,0,0,0,0,0,0,0,0,0,0,0
22,except as stated herein i expressly disclaim any warranties express implied or otherwise including implied warranties of merchantability non infringement fitness for a particular purpose or title related to the specification,0,0,0,0,0,0,0,0,0,0,0,1,0
23,in no event will any party be liable to any other party for lost profits or any form of indirect special incidental or consequential damages of any character from any causes of action of any kind with respect to this agreement whether based on breach of contract tort including negligence or otherwise and whether or not the other party has been advised of the possibility of such damage,0,0,0,0,0,0,0,0,0,0,1,0,0
24,all of my obligations under section 3 regarding the transfer successors in interest or assignment of granted claims will be satisfied if i notify the transferee or assignee of any patent that i know contains granted claims of the obligations under section 3,0,0,0,0,0,0,0,0,0,0,0,0,0
