id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,you may reproduce and use the software for your own individual commercial or research and instructional use for the purposes of designing developing testing and running your applets and application programs,1,0,0,0,0,0,0,0,0,0,0,0,1
2,subject to the terms and conditions of this agreement and restrictions and exceptions set forth in the softwares documentation you may reproduce and distribute portions of software identified as a redistributable in the documentation redistributable provided that a you distribute redistributable complete and unmodified and only bundled as part of your programs b your programs add significant and primary functionality to the redistributable c you distribute redistributable for the sole purpose of running your programs d you do not distribute additional software intended to replace any components of the redistributable e you do not remove or alter any proprietary legends or notices contained in or on the redistributable,0,1,1,0,0,0,0,0,0,0,0,0,1
3,f you only distribute the redistributable subject to a license agreement that protects suns interests consistent with the terms contained in this agreement and g you agree to defend and indemnify sun and its licensors from and against any damages costs liabilities settlement amounts and or expenses including attorneys fees incurred in connection with any claim lawsuit or action by any third party that arises or results from the use or distribution of any and all programs and or redistributable,0,1,0,0,0,0,0,0,0,0,1,0,1
4,you may not create modify or change the behavior of or authorize your licensees to create modify or change the behavior of classes interfaces or subpackages that are in any way identified as java javax sun or similar convention as specified by sun in any naming convention designation,0,0,1,0,0,0,0,0,1,0,0,0,1
5,subject to the terms of your entitlement sun grants you a nonexclusive nontransferable limited license to use software for its permitted use for the license term,1,0,0,0,0,0,0,0,0,0,0,0,1
6,your entitlement will specify a software licensed b the permitted use c the license term and d the licensed units,0,0,0,0,0,0,0,0,0,0,0,0,1
7,additionally if your entitlement includes services then it will also specify the e service and f service term,0,0,0,0,0,0,0,0,0,0,0,0,0
8,if your rights to software or services are limited in duration and the date such rights begin is other than the purchase date your entitlement will provide that beginning dates,0,0,0,0,0,0,0,0,0,0,0,0,0
9,the entitlement may be delivered to you in various ways depending on the manner in which you obtain software and services for example the entitlement may be provided in your receipt invoice or your contract with sun or authorized sun reseller,0,0,0,0,0,0,0,0,0,0,0,0,0
10,it may also be in electronic format if you download software,0,0,0,0,0,0,0,0,0,0,0,0,1
11,as selected in your entitlement one or more of the following permitted uses will apply to your use of software,0,0,0,0,0,0,0,0,0,0,0,0,1
12,unless you have an entitlement that expressly permits it you may not use software for any of the other permitted uses,0,0,0,0,0,0,0,0,0,0,0,0,0
13,if you dont have an entitlement or if your entitlement doesnt cover additional software delivered to you then such software is for your evaluation use,0,0,0,0,0,0,0,0,0,0,0,0,1
14,you may evaluate software internally for a period of 90 days from your first use,0,0,0,0,0,0,0,0,0,0,0,0,1
15,you may use software internally to design develop and test and also to provide instruction on such uses,0,0,0,0,0,0,0,0,0,0,0,0,1
16,you may use software internally for personal individual use,0,0,0,0,0,0,0,0,0,0,0,0,1
17,you may use software internally for your own commercial purposes,1,0,0,1,0,0,0,0,0,0,0,0,1
18,you may make software functionality accessible but not by providing software itself or through outsourcing services to your end users in an extranet deployment but not to your affiliated companies or to government agencies,0,0,0,0,0,0,0,0,0,0,0,0,1
19,your permitted use is limited to the number of licensed units stated in your entitlement,0,0,0,0,0,0,0,0,0,0,0,0,0
20,if you require additional licensed units you will need additional entitlements,0,0,0,0,0,0,0,0,0,0,0,0,1
21,a the copies of software provided to you under this agreement are licensed not sold to you by sun,0,0,0,0,0,0,0,0,0,0,0,0,1
22,b you may make a single archival copy of software but otherwise may not copy modify or distribute software,0,1,1,0,0,0,0,1,0,0,0,0,1
23,however if the sun documentation accompanying software lists specific portions of software such as header files class libraries reference source code and or redistributable files that may be handled differently you may do so only as provided in the sun documentation,0,0,0,0,0,0,0,0,0,0,0,0,1
24,c you may not rent lease lend or encumber software,0,0,0,0,0,0,0,0,0,0,0,0,0
25,d unless enforcement is prohibited by applicable law you may not decompile or reverse engineer software,0,0,0,0,0,0,0,0,0,0,0,0,0
26,e the terms and conditions of this agreement will apply to any software updates provided to you at suns discretion that replace and or supplement the original software unless such update contains a separate license,0,0,0,0,0,0,0,0,0,0,0,0,1
27,f you may not publish or provide the results of any benchmark or comparison tests run on software to any third party without the prior written consent of sun,0,0,0,0,0,0,0,0,0,0,0,0,0
28,h unless otherwise specified if software is delivered with embedded or bundled software that enables functionality of software you may not use such software on a stand alone basis or use any portion of such software to interoperate with any programs other than software,0,0,0,0,0,0,0,0,0,0,0,0,1
29,i software may contain programs that perform automated collection of system data and or automated software updating services,0,0,0,0,0,0,0,0,0,0,0,1,1
30,system data collected through such programs may be used by sun its subcontractors and its service delivery partners for the purpose of providing you with remote system services and or improving suns software and systems,0,0,0,0,0,0,0,0,0,0,0,0,1
31,j software is not designed licensed or intended for use in the design construction operation or maintenance of any nuclear facility and sun and its licensors disclaim any express or implied warranty of fitness for such uses,0,0,0,0,0,0,0,0,0,0,0,0,0
32,k no right title or interest in or to any trademark service mark logo or trade name of sun or its licensors is granted under this agreement,0,0,0,0,0,1,0,0,0,0,0,0,0
33,the license and service term are set forth in your entitlements,0,0,0,0,0,0,0,0,0,0,0,0,0
34,your rights under this agreement will terminate immediately without notice from sun if you materially breach it or take any action in derogation of suns and or its licensors rights to software,0,0,0,0,0,0,0,0,0,0,1,0,0
35,sun may terminate this agreement should any software become or in suns reasonable opinion likely to become the subject of a claim of intellectual property infringement or trade secret misappropriation,0,0,0,0,0,0,0,0,0,0,0,0,0
36,upon termination you will cease use of and destroy software and confirm compliance in writing to sun,0,1,0,0,0,0,0,0,0,0,0,0,1
