id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,elastic license agreement please read carefully this elastic license agreement this agreement which constitutes a legally binding agreement and governs all of your use of all of the elastic software with which this agreement is included elastic software that is provided in object code format and in accordance with section 2 below certain of the elastic software that is provided in source code format,0,1,0,1,0,0,0,1,1,0,0,0,1
2,by installing or using any of the elastic software governed by this agreement you are assenting to the terms and conditions of this agreement,0,0,0,0,0,0,0,0,1,0,0,0,1
3,if you do not agree with such terms and conditions you may not install or use the elastic software governed by this agreement,0,0,0,0,0,0,0,0,0,0,0,0,0
4,if you are installing or using the software on behalf of a legal entity you represent and warrant that you have the actual authority to agree to the terms and conditions of this agreement on behalf of such entity,0,0,0,0,0,0,0,0,0,0,0,0,0
5,posted date april 20 2018 this agreement is entered into by and between elasticsearch bv elastic and you or the legal entity on behalf of whom you are acting as applicable you,0,0,0,0,0,0,0,0,0,0,0,0,0
6,object code end user licenses restrictions and third party open source software 11 object code end user license,0,0,0,0,0,0,0,0,0,0,0,0,1
7,subject to the terms and conditions of section 12 of this agreement elastic hereby grants to you at no charge and for so long as you are not in breach of any provision of this agreement a license to the basic features and functions of the elastic software,0,0,0,0,0,0,0,0,0,0,0,0,0
8,as between elastic and you elastic and its licensors own all right title and interest in and to the elastic software and except as expressly set forth in sections 11 and 21 of this agreement no other license to the elastic software is granted to you under this agreement by implication estoppel or otherwise,0,1,0,1,0,0,0,0,0,0,0,0,0
9,you agree not to i reverse engineer or decompile decrypt disassemble or otherwise reduce any elastic software provided to you in object code or any portion thereof to source code except and only to the extent any such restriction is prohibited by applicable law ii except as expressly permitted in this agreement prepare derivative works from modify copy or use the elastic software object code or the commercial software source code in any manner iii except as expressly permitted in section 11 above transfer sell rent lease distribute sublicense loan or otherwise transfer elastic software object code in whole or in part to any third party iv use elastic software object code for providing time sharing services any software as a service service bureau services or as part of an application services provider or other service offering collectively saas offering where obtaining access to the elastic software or the features and functions of the elastic software is a primary reason or substantial motivation for users of the saas offering to access and or use the saas offering prohibited saas offering v circumvent the limitations on use of elastic software provided to you in object code format that are imposed or preserved by any license key or vi alter or remove any marks and notices in the elastic software,1,1,1,1,0,0,0,1,0,0,0,0,1
10,if you have any question as to whether a specific saas offering constitutes a prohibited saas offering or are interested in obtaining elastics permission to engage in commercial or non commercial distribution of the elastic software please contact elastic_license@elasticco,1,0,0,0,0,0,0,0,0,0,0,0,1
11,the commercial software may contain or be provided with third party open source libraries components utilities and other open source software collectively open source software which open source software may have applicable license terms as identified on a website designated by elastic,0,1,0,0,0,0,1,0,0,0,0,0,1
12,notwithstanding anything to the contrary herein use of the open source software shall be subject to the license terms and conditions applicable to such open source software to the extent required by the applicable licensor which terms shall not restrict the license rights granted to you hereunder but may contain additional rights,0,0,0,0,0,0,0,0,0,0,0,0,1
13,to the extent any condition of this agreement conflicts with any license to the open source software the open source software license will govern with respect to such open source software only,0,0,0,0,0,0,1,0,0,0,0,0,1
14,elastic may also separately provide you with certain open source software that is licensed by elastic,0,0,0,0,0,0,0,0,0,0,0,0,1
15,your use of such elastic open source software will not be governed by this agreement but by the applicable open source license terms,0,0,0,0,0,0,0,0,0,0,0,0,1
16,subject to the terms and conditions of section 22 of this agreement elastic hereby grants to you at no charge and for so long as you are not in breach of any provision of this agreement a limited non exclusive non transferable fully paid up royalty free right and license to the commercial software in source code format without the right to grant or authorize sublicenses to prepare derivative works of the commercial software provided you i do not hack the licensing mechanism or otherwise circumvent the intended limitations on the use of elastic software to enable features other than basic features and functions or those features you are entitled to as part of a subscription and ii use the resulting object code only for reasonable testing purposes,1,1,1,1,0,0,0,0,0,0,0,0,1
17,nothing in section 21 grants you the right to i use the commercial software source code other than in accordance with section 21 above ii use a derivative work of the commercial software outside of a non production environment in any production capacity on a temporary or permanent basis or iii transfer sell rent lease distribute sublicense loan or otherwise make available the commercial software source code in whole or in part to any third party,1,1,0,1,0,0,0,0,0,0,0,0,1
18,notwithstanding the foregoing you may maintain a copy of the repository in which the source code of the commercial software resides and that copy may be publicly accessible provided that you include this agreement with your copy of the repository,0,0,0,0,0,0,1,1,0,0,0,0,1
19,this agreement will automatically terminate whether or not you receive notice of such termination from elastic if you breach any of its provisions,0,0,0,0,0,0,0,0,0,0,0,0,1
20,upon any termination of this agreement for any reason you shall promptly cease the use of the elastic software in object code format and cease use of the commercial software in source code format,0,0,0,1,0,0,0,0,0,0,0,0,1
21,for the avoidance of doubt termination of this agreement will not affect your right to use elastic software in either object code or source code formats made available under the apache license version 20,0,0,0,0,0,0,0,0,0,0,0,0,1
22,33 4 and 5 shall survive any termination or expiration of this agreement,0,0,0,0,0,0,0,0,0,0,0,0,1
23,disclaimer of warranties and limitation of liability 41 disclaimer of warranties,0,0,0,0,0,0,0,0,0,0,0,1,0
24,to the maximum extent permitted under applicable law the elastic software is provided as is without warranty of any kind and elastic and its licensors make no warranties whether expressed implied or statutory regarding or relating to the elastic software,0,0,0,0,0,0,0,0,0,0,0,1,0
25,to the maximum extent permitted under applicable law elastic and its licensors specifically disclaim all implied warranties of merchantability fitness for a particular purpose and non infringement with respect to the elastic software and with respect to the use of the foregoing,0,0,0,0,0,0,0,0,0,0,0,0,0
26,further elastic does not warrant results of use or that the elastic software will be error free or that the use of the elastic software will be uninterrupted,0,0,0,0,0,0,0,0,0,0,0,0,0
27,in no event shall elastic or its licensors be liable to you or any third party for any direct or indirect damages including without limitation for any loss of profits loss of use business interruption loss of data cost of substitute goods or services or for any special incidental or consequential damages of any kind in connection with or arising out of the use or inability to use the elastic software or the performance of or failure to perform this agreement whether alleged as a breach of contract or tortious conduct including negligence even if elastic has been advised of the possibility of such damages,0,0,0,0,0,0,0,0,0,0,1,0,0
