id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,types of license offered here are the types of licenses that we offer,0,0,0,0,0,0,0,0,0,0,0,0,0
2,note that some types are automatically acquired with the purchase of media from cambridge university press or of an unlocking password from the numerical recipes on line software store while other types of licenses require that you communicate specifically with numerical recipes software email orders@nrcom or fax 781 863 1739,0,0,0,0,0,0,0,0,0,0,0,0,1
3,  immediate license if you are the individual owner of a copy of this book and you type one or more of its routines into your computer we authorize you to use them on that computer for your own personal and noncommercial purposes,1,0,0,0,0,0,0,0,0,0,0,0,1
4,you are not authorized to transfer or distribute machine readable copies to any other person or to use the routines on more than one machine or to distribute executable programs containing our routines,0,1,0,0,0,0,0,0,0,0,0,0,1
5,  single screen license this is the most common type of low cost license with terms governed by our single screen shrinkwrap license document complete terms available through ourweb site,0,0,0,0,0,0,0,0,1,0,0,0,1
6,basically this license lets you use numerical recipes routines on any one screen pc workstation x terminal etc,0,0,0,0,0,0,0,0,0,0,0,0,1
7,you may also under this license transfer pre compiled executable programs incorporating our routines to other unlicensed screens or computers providing that i your application is noncommercial ie does not involve the selling of your program for a fee ii the programs were first developed compiled and successfully run on a licensed screen and iii our routines are bound into the programs in such a manner that they cannot be accessed as individual routines and cannot practicably be unbound and used in other programs,0,1,0,1,0,0,0,0,0,0,0,0,1
8,that is under this license your program user must not be able to use our programs as part of a program library or mix andmatch workbench,0,0,0,0,0,0,0,0,0,0,0,0,1
9,conditions for other types of commercial or noncommercial distribution may be found on our web site http  wwwnrcom,1,0,0,0,0,0,0,0,0,0,0,0,1
10,  multi screen server site and corporate licenses the terms of the single screen license can be extended to designated groups of machines defined by number of screens number of machines locations or ownership,0,0,0,0,0,0,0,0,0,0,0,0,0
11,significant discounts from the corresponding single screen prices are available when the estimated number of screens exceeds 40,0,0,0,0,0,0,0,0,0,0,0,0,0
12,contact numerical recipes software email orders@nrcom or fax 781 863 1739 for details,0,0,0,0,0,0,0,0,0,0,0,0,1
13,  course right to copy license instructors at accredited educational institutions who have adopted this book for a course and who have already purchased a single screen license either acquired with the purchase of media or from the numerical recipes on line software store may license the programs for use in that course as follows mail your name title and address the course name number dates and estimated enrollment and advance payment of $5 per estimated student to numerical recipes software at this address po,0,0,0,0,0,0,0,0,0,0,0,0,1
14,you will receive by return mail a license authorizing you to make copies of the programs for use by your students and or to transfer the programs to a machine accessible to your students but only for the duration of the course,0,0,0,0,0,0,0,0,0,0,0,0,1
15,about copyrights on computer programs like artistic or literary compositions computer programs are protected by copyright,0,0,0,0,0,0,0,1,0,0,0,0,0
16,generally it is an infringement for you to copy into your computer a program from a copyrighted source,0,0,0,0,0,0,0,0,0,0,0,0,1
17,it is also not a friendly thing to do since it deprives the programs author of compensation for his or her creative effort,0,0,0,0,0,0,0,0,0,0,1,0,0
18,under copyright law all derivative works modified versions or translations into another computer language also come under the same copyright as the original work,0,0,0,0,0,0,0,1,0,0,0,0,1
19,copyright does not protect ideas but only the expression of those ideas in a particular form,0,0,0,0,0,0,0,0,0,0,0,0,0
20,in the case of a computer program the ideas consist of the programs methodology and algorithm including the necessary sequence of steps adopted by the programmer,0,0,0,0,0,0,0,0,0,0,0,0,0
21,the expression of those ideas is the program source code particularly any arbitrary or stylistic choices embodied in it its derived object code and any other derivative works,0,0,0,0,0,0,0,0,0,0,0,0,1
22,if you analyze the ideas contained in a program and then express those ideas in your own completely different implementation then that new program implementation belongs to you,0,0,0,0,0,0,0,0,0,0,0,0,1
23,that is what we have done for those programs in this book that are not entirely of our own devising,0,0,0,0,0,0,0,0,0,0,0,0,0
24,when programs in this book are said to be based on programs published in copyright sources we mean that the ideas are the same,0,0,0,0,0,0,0,0,0,0,0,0,1
25,the expression of these ideas as source code is our own,0,0,0,0,0,0,0,0,0,0,0,0,1
26,we believe that no material in this book infringes on an existing copyright,0,0,0,0,0,0,0,1,0,0,0,0,0
27,trademarks several registered trademarks appear within the text of this book sun is a trademark of sun microsystems inc sparc and sparcstation are trademarks of sparc international inc microsoft windows 95 windows nt powerstation and ms are trademarks of microsoft corporation,0,0,0,0,0,1,0,0,0,0,0,0,0
28,dec vms alpha axp and ultrix are trademarks of digital equipment corporation,0,0,0,0,0,0,0,0,0,0,0,0,0
29,ibm is a trademark of international business machines corporation,0,0,0,0,0,0,0,0,0,0,0,0,0
30,apple and macintosh are trademarks of apple computer inc unix is a trademark licensed exclusively through x open co ltd imsl is a trademark of visual numerics inc,0,0,0,0,0,0,0,0,0,0,0,0,0
31,nag refers to proprietary computer software of numerical algorithms group usa inc postscript and adobe illustrator are trademarks of adobe systems incorporated,0,0,0,0,0,0,0,0,0,0,0,0,0
32,last and no doubt least numerical recipes when identifying products is a trademark of numerical recipes software,0,0,0,0,0,0,0,0,0,0,0,0,0
33,attributions the fact that ideas are legally free as air in no way supersedes the ethical requirement that ideas be credited to their known originators,0,1,0,1,0,0,0,0,0,0,0,0,0
34,when programs in this book are based on known sources whether copyrighted or in the public domain published or handed down we have attempted to give proper attribution,0,0,0,0,0,0,0,0,0,0,0,0,1
35,unfortunately the lineage of many programs in common circulation is often unclear,0,0,0,0,0,0,0,0,0,0,0,0,0
