id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,the csla net framework is copyright 2013 by marimer llc,0,0,0,0,0,0,0,1,0,0,0,1,1
2,you can use this software for any noncommercial purpose including distributing derivative works,1,0,0,1,0,0,0,0,0,0,0,0,1
3,you can use this software for any commercial purpose other than you may not use it in whole or in part to create a commercial framework product,1,0,0,1,0,0,0,0,0,0,0,0,1
4,in short you can use csla net and modify it to create other commercial or business software you just cant take the framework itself modify it and sell it as a product,1,1,1,1,0,0,0,0,1,0,0,0,1
5,in return the owner simply requires that you agree this software license agreement agreement is effective upon your use of csla net software,0,0,0,0,0,0,0,0,1,0,0,0,0
6,the csla net framework is copyright 2013 by marimer llc eden prairie mn usa,0,0,0,0,0,0,0,0,0,0,0,0,1
7,you must not remove any copyright notices from the software source code,0,0,0,0,0,0,0,1,0,0,0,0,1
8,the owner hereby grants a perpetual non exclusive limited license to use the software as set forth in this agreement,0,0,0,1,0,0,0,0,0,0,0,0,1
9,if you distribute the software in source code form you must do so only under this license ie,0,0,0,0,0,0,0,0,0,0,0,0,1
10,you must include a complete copy of this license with your distribution,0,0,0,0,0,0,0,0,0,0,0,0,1
11,you may distribute the software in binary or object form with no requirement to display copyright notices to the end user,0,1,0,0,0,0,0,0,0,0,0,0,1
12,the binary or object form must retain the copyright notices included in the software source code,0,0,0,0,0,0,0,1,0,0,0,0,1
13,if you create a software development framework based on the software as a derivative work you may not sell that derivative work,0,0,0,0,0,0,0,0,0,0,0,0,1
14,this does not restrict the use of the software for creation of other types of non commercial or commercial applications or derivative works,1,0,0,1,0,0,0,0,0,0,0,0,1
15,this means no express implied statutory or other warranty including without limitation warranties of merchantability or fitness for a particular purpose noninfringement or the presence or absence of errors whether or not discoverable,0,0,0,0,0,0,0,0,0,0,0,1,0
16,you and your distributees use this software at your own risk,0,0,0,0,0,0,0,0,0,0,0,0,1
17,also you must pass this disclaimer on whenever you distribute the software,0,0,0,0,0,0,0,0,0,0,0,0,1
18,neither marimer llc nor any contributor to the software will be liable for any type of direct damages or for any of those types of damages known as indirect special consequential incidental punitive or exemplary related to the software or this license to the maximum extent the law permits no matter what legal theory itÃÂ¢ÃÂÃÂs based on,0,0,0,0,0,0,0,0,0,0,1,0,0
19,also you must pass this limitation of liability on whenever you distribute the software,0,0,0,0,0,0,0,0,0,0,0,0,0
20,if you sue anyone over patents that you think may apply to the software for a persons use of the software your license to the software ends automatically,0,0,0,0,0,0,0,0,0,0,0,0,0
21,the patent rights if any licensed hereunder only apply to the software not to any derivative works you make,0,0,0,0,0,0,0,0,0,0,0,0,0
22,your rights under this license end automatically if you breach it in any way,0,0,0,0,0,0,0,0,0,0,0,0,0
23,marimer llc reserves the right to release the software under different license terms or to stop distributing the software at any time,0,0,0,0,0,0,0,0,0,0,0,0,1
24,such an election will not serve to withdraw this agreement and this agreement will continue in full force and effect unless terminated as stated above,0,0,0,0,0,0,0,0,1,0,1,0,1
25,this agreement shall be construed and enforced in accordance with the laws of the state of minnesota usa,0,0,0,0,0,0,0,0,0,0,0,0,0
26,neither this agreement nor any interest in this agreement may be assigned by licensee without the prior express written approval of developer,0,0,0,0,0,0,0,0,0,0,0,0,0
27,this agreement terminates and supersedes all prior understandings or agreements on the subject matter hereof,0,0,0,0,0,0,0,0,0,0,0,0,0
28,this agreement may be modified only by a further writing that is duly executed by both parties,0,0,0,0,0,0,0,0,0,0,0,0,1
29,if any term of this agreement is held by a court of competent jurisdiction to be invalid or unenforceable then this agreement including all of the remaining terms will remain in full force and effect as if such invalid or unenforceable term had never been included,0,0,0,0,0,0,0,0,0,0,1,1,0
