id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,subject to the terms of this agreement each contributor hereby grants you a non exclusive worldwide royalty free copyright license to reproduce prepare derivative works of publicly display publicly perform distribute and sublicense the covered code of such contributor if any and such derivative works in source code and executable form,0,1,1,1,0,0,0,0,0,0,0,0,1
2,subject to the terms of this agreement each contributor hereby grants you a non exclusive worldwide royalty free patent license under the patent claims to make use sell offer to sell import and otherwise transfer the covered code prepared and provided by such contributor if any in source code and executable form,1,1,0,1,1,0,0,0,0,0,0,0,1
3,this patent license shall apply to the covered code if at the time a modification is added by the contributor such addition of the modification causes such combination to be covered by the patent claims,0,0,0,0,0,0,0,0,0,0,0,0,1
4,the patent license shall not apply to any other combinations which include the modification,0,0,0,0,0,0,0,0,0,0,0,0,0
5,you understand that although each contributor grants the licenses to the covered code prepared by it no assurances are provided by any contributor that the covered code does not infringe the patent or other intellectual property rights of any other entity,0,0,0,0,0,0,0,0,0,0,0,0,0
6,each contributor disclaims any liability to you for claims brought by any other entity based on infringement of intellectual property rights or otherwise,0,0,0,0,0,0,0,0,0,0,1,0,0
7,as a condition to exercising the rights and licenses granted hereunder you hereby assume sole responsibility to secure any other intellectual property rights needed if any,0,0,0,0,0,0,0,0,0,0,0,0,0
8,for example if a third party patent license is required to allow you to distribute covered code it is your responsibility to acquire that license before distributing such code,0,0,0,0,0,0,0,0,0,0,0,0,1
9,each contributor represents that to its knowledge it has sufficient copyright rights in the covered code it provides  if any to grant the copyright license set forth in this agreement,0,0,0,0,0,0,0,1,0,0,0,0,0
10,the modifications which you create or to which you contribute are governed by the terms of this agreement including without limitation section 20,0,0,0,0,0,0,0,0,1,0,0,0,1
11,the source code version of covered code may be distributed only under the terms of this agreement or a future version of this agreement released under section 61 and you must include a copy of this agreement with every copy of the source code you distribute,0,0,0,0,0,0,1,1,0,0,0,0,1
12,you may not offer or impose any terms on any source code version that alters or restricts the applicable version of this agreement or the recipients rights hereunder,0,0,0,0,0,0,0,0,0,0,0,0,1
13,however you may include an additional document offering the additional rights described in section 33,0,0,0,0,0,0,0,0,0,0,0,0,1
14,you must cause all covered code to which you contribute to contain a file documenting the changes you made to create that covered code and the date of any change,0,0,0,0,0,0,0,0,0,1,0,0,1
15,you must include a prominent statement that the modification is derived directly or indirectly from original code provided by bea and including the name of bea in a the source code and b in any notice in an executable version or related documentation in which you describe the origin or ownership of the covered code,0,0,0,0,0,0,0,0,0,0,0,0,1
16,you must duplicate the following notice in each file of the source code c 2002 2003 bea systems inc all rights reserved,0,0,0,0,0,0,0,0,0,0,0,0,1
17,the contents of this file are subject to the bea streaming api for xml specification reference implementation license agreement the agreement you may not use this file except in compliance with the agreement,0,0,0,1,0,0,0,0,0,0,0,0,1
18,a copy of the agreement is available at http  wwwbeacom  if you created one or more modifications you may add your name as a contributor to the copyright portion of the notice above,0,0,0,0,0,0,0,0,0,0,0,0,1
19,you must also duplicate this agreement in any documentation for the source code where you describe recipients rights or ownership rights relating to covered code,0,0,0,0,0,0,0,0,0,0,0,0,1
20,you may choose to offer and to charge a fee for warranty support indemnity or liability obligations to one or more recipients of covered code,0,0,0,0,0,0,0,0,0,0,0,0,0
21,however you may do so only on your own behalf and not on behalf of bea or any other contributor,0,0,0,0,0,0,0,0,0,0,0,0,0
22,you must make it absolutely clear than any such warranty support indemnity or liability obligation is offered by you alone and you hereby agree to indemnify bea and every other contributor for any liability incurred by bea or such other contributor as a result of warranty support indemnity or liability terms you offer,0,0,0,0,0,0,0,0,0,0,1,1,0
23,you may choose to distribute covered code in executable form under its own license agreement provided that 	a you comply with the terms and conditions of this agreement and b your license agreement i effectively disclaims on behalf of all contributors all warranties and conditions express and implied including warranties or conditions of title and non infringement and implied warranties or conditions of merchantability and fitness for a particular purpose ii effectively excludes on behalf of all contributors all liability for damages including direct indirect special incidental and consequential damages such as lost profits iii states that any provisions which differ from this agreement are offered by that contributor alone and not by any other party and iv states that source code for the covered code is available from such contributor and informs licensees how to obtain it in a reasonable manner on or through a medium customarily used for software exchange,0,0,0,0,0,0,0,0,0,0,0,0,1
24,c you do not use any marks brands or logos associated with the jcp specification or otherwise promote or market any covered code as being compatible compliant conformant or otherwise consistent with the specification unless such product passes in accordance with the documentation including the tck users guide if any the most current tck applicable to the latest version of the specification and available from bea one hundred twenty 120 days before fcs of such version of the product provided however that if you elect to use a version of the tck also provided by bea that is newer than that which is required under this section 21bv then you agree to pass such tck,0,0,0,0,0,0,0,0,0,0,0,0,1
25,when you make covered code available in source code form 	a it must be made available under this agreement and 	b a copy of this agreement must be included with each copy of the covered code,0,0,0,0,0,0,0,1,0,0,0,0,1
26,you may not remove or alter any copyright notices contained within the covered code,0,0,0,0,0,0,0,1,0,0,0,0,1
27,each contributor must identify itself as the originator of its contribution to the covered code if any in a manner that reasonably allows subsequent licensees to identify the originator of each portion of the covered code,0,0,0,0,0,0,0,0,0,0,0,0,0
28,covered code is provided under this license on an as is basis without warranty of any kind either expressed or implied including without limitation warranties that the covered code is free of defects merchantable fit for a particular purpose or non infringing,0,0,0,0,0,0,0,0,0,0,0,1,0
29,the entire risk as to the quality and performance of the covered code is with you,0,0,0,0,0,0,0,0,0,0,0,0,0
30,should any covered code prove defective in any respect you not bea or any other contributor assume the cost of any necessary servicing repair or correction,0,0,0,0,0,0,0,0,0,0,0,0,0
31,this disclaimer of warranty constitutes an essential part of this license,0,0,0,0,0,0,0,0,0,0,0,1,0
32,no use of any covered code is authorized hereunder except under this disclaimer,0,0,0,0,0,0,0,1,0,0,0,0,0
33,this agreement and the rights granted hereunder will terminate automatically if you fail to comply with terms herein and fail to cure such breach within 30 days of becoming aware of the breach,0,0,0,0,0,0,0,0,0,0,1,0,1
34,all sublicenses to the covered code which are properly granted shall survive any termination of this agreement,0,0,0,0,0,0,0,0,0,0,0,0,0
35,provisions which by their nature must remain in effect beyond the termination of this agreement shall survive,0,0,0,0,0,0,0,0,0,0,0,0,1
36,if you initiate litigation by asserting a patent infringement claim excluding declaratory judgment actions against bea or a contributor bea or contributor against whom you file such action is referred to as participant alleging that a such participants covered code directly or indirectly infringes any patent then any and all rights granted by such participant to you under sections 20of this agreement shall upon 60 days notice from participant terminate prospectively unless if within 60 days after receipt of notice you either i agree in writing to pay participant a mutually agreeable reasonable royalty for your past and future use of modifications made by such participant or ii withdraw your litigation claim with respect to the covered code against such participant,0,0,0,0,0,0,0,0,0,0,1,0,0
37,if within 60 days of notice a reasonable royalty and payment arrangement are not mutually agreed upon in writing by the parties or the litigation claim is not withdrawn the rights granted by participant to you under section 20 automatically terminate at the expiration of the 60 day notice period specified above,0,0,0,0,0,0,0,0,0,0,0,0,0
38,b any software hardware or device other than such participants covered code directly or indirectly infringes any patent then any rights granted to you by such participant under sections 20 are revoked effective as of the date you first made used sold distributed or had made modifications made by that participant,0,0,0,0,0,0,0,0,0,0,0,0,0
39,if you assert a patent infringement claim against participant alleging that such participants covered code directly or indirectly infringes any patent where such claim is resolved such as by license or settlement prior to the initiation of patent infringement litigation then the reasonable value of the licenses granted by such participant under sections 20 shall be taken into account in determining the amount or value of any payment or license,0,0,0,0,1,0,0,0,0,0,0,0,0
40,in the event of termination under sections 51 or 52 above all end user license agreements excluding distributors and resellers which have been validly granted by you or any distributor hereunder prior to termination shall survive termination,0,0,0,0,0,0,0,0,0,0,0,0,0
41,under no circumstances and under no legal theory whether tort including negligence contract or otherwise shall youbea any other contributor or any distributor of covered code or any supplier of any of such parties be liable to any person for any indirect special incidental or consequential damages of any character including without limitation damages for loss of goodwill work stoppage computer failure or malfunction or any and all other commercial damages or losses even if such party shall have been informed of the possibility of such damages,0,0,0,0,0,0,0,0,0,0,1,0,0
42,this limitation of liability shall not apply to liability for death or personal injury resulting from such partys negligence to the extent applicable law prohibits such limitation,0,0,0,0,0,0,0,0,0,0,1,0,0
43,some jurisdictions do not allow the exclusion or limitation of incidental or consequential damages so this exclusion and limitation may not apply to you,0,0,0,0,0,0,0,0,0,0,1,0,0
44,the covered code is a commercial item as that term is defined in 48 cfr,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2101 oct 1995 consisting of commercial computer software and commercial computer software documentation as such terms are used in 48 cfr,1,0,0,0,0,0,0,0,0,0,0,0,1
46,2277202 1 through 2277202 4 june 1995 all us government end users acquire covered code with only those rights set forth herein,0,0,0,0,0,0,0,0,0,0,0,0,1
47,this agreement represents the complete agreement concerning subject matter hereof,0,0,0,0,0,0,0,0,0,0,0,0,1
48,if any provision of this agreement is held to be unenforceable such provision shall be reformed only to the extent necessary to make it enforceable,0,0,0,0,0,0,0,0,0,0,0,0,0
49,this agreement shall be governed by california law provisions except to the extent applicable law if any provides otherwise excluding its conflict of law provisions,0,0,0,0,0,0,0,0,0,0,1,0,0
50,with respect to disputes in which at least one party is a citizen of or an entity chartered or registered to do business in the united states of america any litigation relating to this agreement shall be subject to the jurisdiction of the federal courts of the northern district of california with venue lying in santa clara county california with the losing party responsible for costs including without limitation court costs and reasonable attorneys fees and expenses,0,0,0,0,0,0,0,0,0,0,1,0,0
51,the application of the united nations convention on contracts for the international sale of goods is expressly excluded,0,0,0,0,0,0,0,0,0,0,1,0,0
52,any law or regulation which provides that the language of a contract shall be construed against the drafter shall not apply to this agreement,0,0,0,0,0,0,0,0,0,0,0,0,0
53,as between bea and the other contributors each party is responsible for claims and damages arising directly or indirectly out of its utilization of rights under this agreement and you agree to work with bea and contributors to distribute such responsibility on an equitable basis,0,0,0,0,0,0,0,0,0,0,1,0,0
