id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,commercial licensing and support contracting our software products are developed with great care and passed numerous industry evaluations,0,0,0,0,0,0,0,0,0,0,0,0,0
2,our software is used by the us government and military,0,0,0,0,0,0,0,0,0,0,0,0,0
3,returning customers looking for online payment of invoices please contact us,0,0,0,0,0,0,0,0,0,0,0,0,1
4,standard open source edition the open source edition offers basic functionality without the use of the wsdl2h tool no wsdl schemas to code generation no webserver no uddi support and no sample applications to use as basis for your projects,0,0,0,0,0,0,1,0,0,0,0,0,1
5,the limited edition is licensed under the gsoap public license free of charge for commercial use,1,0,0,0,0,0,0,0,0,0,0,0,1
6,the gsoap public license requires a notice exhibit b in the project documentation and in the third party license list of the product,0,0,0,0,0,0,0,0,0,0,0,0,1
7,standard commercial edition the standard edition of the gsoap toolset for commercial use,1,0,0,1,0,0,0,0,0,0,0,0,1
8,this edition is identical to the standard open source edition but allows the use of the wsdl2h and soapcpp2 tools for commercial code and document generation,0,0,0,1,0,0,0,0,0,0,0,0,1
9,this licens does not have the limitations of the open  source gpl and gsoap public licenses,0,0,0,0,0,0,0,0,0,0,0,0,0
10,the standard commercial edition is licensed with limited warranties,0,0,0,0,0,0,0,0,0,0,0,1,0
11,enterprise edition the enterprise edition of the gsoap toolset provides the gold standard toolset for your enterprise,0,0,0,0,0,0,0,0,0,0,0,0,1
12,the enterprise edition is best suited for organizations that require high reliability security and extensive support for wsdl soap xml and ws  protocols,0,0,0,0,0,0,0,0,0,0,0,0,1
13,to determine the applicable license or to inquire about license and support cost information please send a request with a project description from your official company e mail address to sales@geniviacom,0,0,0,0,0,0,1,0,0,0,0,0,1
