id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,xinetd license original license this software is c copyright 1992 by panagiotis tsirigotis the author panagiotis tsirigotis grants permission to use copy and distribute this software and its documentation for any purpose and without fee provided that the above copyright notice extant in files in this distribution is not removed from files included in any redistribution and that this copyright notice is also included in any redistribution,1,1,0,1,0,0,0,1,0,0,0,0,1
2,modifications to this software may be distributed either by distributing the modified software or by distributing patches to the original software under the following additional terms 1,0,1,1,0,0,0,0,0,1,0,0,0,1
3,the version number will be modified as follows a,0,0,0,0,0,0,0,0,0,0,0,0,1
4,the first 3 components of the version number ie <number><number><number> will remain unchanged,0,0,0,0,0,0,0,0,0,0,0,0,1
5,a new component will be appended to the version number to indicate the modification level,0,0,0,0,0,0,0,0,0,0,0,0,1
6,the form of this component is up to the author of the modifications,0,0,0,0,0,0,0,0,0,0,0,0,1
7,the author of the modifications will include his her name by appending it along with the new version number to this file and will be responsible for any wrong behavior of the modified software,0,0,0,0,0,0,0,0,0,1,0,0,1
8,the author makes no representations about the suitability of this software for any purpose,1,0,0,0,0,0,0,0,0,0,0,0,0
9,it is provided as is without any express or implied warranty,0,0,0,0,0,0,0,0,0,0,0,1,0
10,modifications version 2187 current copyright 1998 2001 by rob braun sensor addition version 2189pre14a copyright 2001 by steve grubb this is an exerpt from an email i recieved from the original author allowing xinetd as maintained by me to use the higher version numbers i appreciate your maintaining the version string guidelines as specified in the copyright,0,0,0,0,0,0,0,0,0,0,0,0,1
11,but i did not mean them to last as long as they did,0,0,0,0,0,0,0,0,0,0,0,0,0
12,so if you want you may use any 2n,0,0,0,0,0,0,0,0,0,0,0,0,1
13,n > 3 version string for future xinetd versions that you release,0,0,0,0,0,0,0,0,0,0,0,0,1
14,note that i am excluding the 22 line using that would only create confusion,0,0,0,0,0,0,0,0,0,0,0,0,1
