id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,attribution noncommercial sharealike 40 international creative commons corporation creative commons is not a law firm and does not provide legal services or legal advice,0,0,0,0,0,0,0,0,0,0,0,0,0
2,distribution of creative commons public licenses does not create a lawyer client or other relationship,0,0,0,0,0,0,0,0,0,0,0,0,1
3,creative commons makes its licenses and related information available on an as is basis,0,0,0,0,0,0,0,0,0,0,0,0,1
4,creative commons gives no warranties regarding its licenses any material licensed under their terms and conditions or any related information,0,0,0,0,0,0,0,0,0,0,0,0,0
5,creative commons disclaims all liability for damages resulting from their use to the fullest extent possible,0,0,0,0,0,0,0,0,0,0,1,0,0
6,using creative commons public licenses creative commons public licenses provide a standard set of terms and conditions that creators and other rights holders may use to share original works of authorship and other material subject to copyright and certain other rights specified in the public license below,0,1,0,1,0,0,0,0,0,0,0,0,1
7,the following considerations are for informational purposes only are not exhaustive and do not form part of our licenses,0,0,0,1,0,0,0,0,0,0,0,0,1
8,considerations for licensors our public licenses are intended for use by those authorized to give the public permission to use material in ways otherwise restricted by copyright and certain other rights,1,1,0,1,0,0,0,0,0,0,0,0,0
9,licensors should read and understand the terms and conditions of the license they choose before applying it,0,0,0,0,0,0,0,0,0,0,0,0,1
10,licensors should also secure all rights necessary before applying our licenses so that the public can reuse the material as expected,0,0,0,0,0,0,0,0,0,0,0,0,0
11,licensors should clearly mark any material not subject to the license,0,0,0,0,0,0,0,0,0,0,0,0,0
12,this includes other cc  licensed material or material used under an exception or limitation to copyright,0,0,0,0,0,0,0,1,0,0,0,0,1
13,more considerations for licensors 	wikicreativecommonsorg considerations_for_licensors considerations for the public by using one of our public licenses a licensor grants the public permission to use the licensed material under specified terms and conditions,0,0,0,0,0,0,0,0,0,0,0,0,1
14,if the licensors permission is not necessary for any reason  for example because of any applicable exception or limitation to copyright  then that use is not regulated by the license,0,0,0,0,0,0,0,0,0,0,0,0,1
15,our licenses grant only permissions under copyright and certain other rights that a licensor has authority to grant,0,0,0,0,1,0,0,0,0,0,0,0,0
16,use of the licensed material may still be restricted for other reasons including because others have copyright or other rights in the material,0,0,0,0,0,0,0,0,0,0,0,0,1
17,a licensor may make special requests such as asking that all changes be marked or described,0,0,0,0,0,0,0,0,0,1,0,0,1
18,although not required by our licenses you are encouraged to respect those requests where reasonable,0,0,0,0,0,0,0,0,0,0,0,0,0
19,more considerations for the public 	wikicreativecommonsorg considerations_for_licensees creative commons attribution noncommercial sharealike 40 international public license by exercising the licensed rights defined below you accept and agree to be bound by the terms and conditions of this creative commons attribution noncommercial sharealike 40 international public license public license,0,0,0,0,0,0,0,0,0,0,0,0,1
20,to the extent this public license may be interpreted as a contract you are granted the licensed rights in consideration of your acceptance of these terms and conditions and the licensor grants you such rights in consideration of benefits the licensor receives from making the licensed material available under these terms and conditions,0,0,0,0,0,0,0,0,0,0,0,0,0
21,subject to the terms and conditions of this public license the licensor hereby grants you a worldwide royalty free non sublicensable non exclusive irrevocable license to exercise the licensed rights in the licensed material to a reproduce and share the licensed material in whole or in part for noncommercial purposes only and b produce reproduce and share adapted material for noncommercial purposes only,1,1,0,1,0,0,0,0,0,0,0,0,1
22,for the avoidance of doubt where exceptions and limitations apply to your use this public license does not apply and you do not need to comply with its terms and conditions,0,0,0,1,0,0,0,0,0,0,0,0,0
23,the term of this public license is specified in section 6a,0,0,0,0,0,0,0,0,0,0,0,0,0
24,the licensor authorizes you to exercise the licensed rights in all media and formats whether now known or hereafter created and to make technical modifications necessary to do so,0,0,0,0,0,0,0,0,0,0,0,0,1
25,the licensor waives and or agrees not to assert any right or authority to forbid you from making technical modifications necessary to exercise the licensed rights including technical modifications necessary to circumvent effective technological measures,0,0,0,0,1,0,0,0,0,0,0,0,0
26,for purposes of this public license simply making modifications authorized by this section 2a 4 never produces adapted material,0,0,0,1,0,0,0,0,0,0,0,0,1
27,every recipient of the licensed material automatically receives an offer from the licensor to exercise the licensed rights under the terms and conditions of this public license,0,0,0,0,0,0,0,0,0,0,0,0,1
28,every recipient of adapted material from you automatically receives an offer from the licensor to exercise the licensed rights in the adapted material under the conditions of the adapters license you apply,0,0,0,0,0,0,0,0,0,0,0,0,1
29,you may not offer or impose any additional or different terms or conditions on or apply any effective technological measures to the licensed material if doing so restricts exercise of the licensed rights by any recipient of the licensed material,0,0,0,0,0,0,0,0,0,0,0,0,0
30,nothing in this public license constitutes or may be construed as permission to assert or imply that you are or that your use of the licensed material is connected with or sponsored endorsed or granted official status by the licensor or others designated to receive attribution as provided in section 3a1ai,0,0,0,0,0,1,0,0,0,0,0,0,0
31,moral rights such as the right of integrity are not licensed under this public license nor are publicity privacy and or other similar personality rights however to the extent possible the licensor waives and or agrees not to assert any such rights held by the licensor to the limited extent necessary to allow you to exercise the licensed rights but not otherwise,0,0,0,0,1,1,0,0,0,0,0,0,0
32,patent and trademark rights are not licensed under this public license,0,0,0,0,1,1,0,0,0,0,0,0,0
33,to the extent possible the licensor waives any right to collect royalties from you for the exercise of the licensed rights whether directly or through a collecting society under any voluntary or waivable statutory or compulsory licensing scheme,0,0,0,0,0,0,0,0,0,0,0,0,0
34,in all other cases the licensor expressly reserves any right to collect such royalties including when the licensed material is used other than for noncommercial purposes,1,0,0,0,0,0,0,0,0,0,0,0,1
35,your exercise of the licensed rights is expressly made subject to the following conditions,0,0,0,0,0,0,0,0,0,0,0,0,1
36,if you share the licensed material including in modified form you must a retain the following if it is supplied by the licensor with the licensed material i identification of the creators of the licensed material and any others designated to receive attribution in any reasonable manner requested by the licensor including by pseudonym if designated ii,0,0,0,0,0,0,0,0,0,0,0,0,1
37,a notice that refers to this public license iv,0,0,0,0,0,0,0,0,0,0,0,0,1
38,a notice that refers to the disclaimer of warranties v a uri or hyperlink to the licensed material to the extent reasonably practicable b indicate if you modified the licensed material and retain an indication of any previous modifications and c indicate the licensed material is licensed under this public license and include the text of or the uri or hyperlink to this public license,0,0,0,0,0,0,0,0,0,0,0,0,1
39,you may satisfy the conditions in section 3a1 in any reasonable manner based on the medium means and context in which you share the licensed material,0,0,0,0,0,0,0,0,0,0,0,0,1
40,for example it may be reasonable to satisfy the conditions by providing a uri or hyperlink to a resource that includes the required information,0,0,0,0,0,0,0,0,0,0,0,0,1
41,if requested by the licensor you must remove any of the information required by section 3a1a to the extent reasonably practicable,0,0,0,0,0,0,0,0,0,0,0,0,1
42,in addition to the conditions in section 3a if you share adapted material you produce the following conditions also apply,0,0,0,0,0,0,0,0,0,0,0,0,1
