id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,this license agreement is between the python software foundation psf and the individual or organization licensee accessing and otherwise using this software python in source or binary form and its associated documentation,0,1,0,0,0,0,0,0,0,0,0,0,1
2,subject to the terms and conditions of this license agreement psf hereby grants licensee a nonexclusive royalty free world wide license to reproduce analyze test perform and or display publicly prepare derivative works distribute and otherwise use python alone or in any derivative version provided however that psfs license agreement and psfs notice of copyright ie copyright c python software foundation all rights reserved are retained in python alone or in any derivative version prepared by licensee,0,1,0,1,0,0,0,1,0,0,0,0,1
3,in the event licensee prepares a derivative work that is based on or incorporates python or any part thereof and wants to make the derivative work available to others as provided herein then licensee hereby agrees to include in any such work a brief summary of the changes made to python,0,0,0,0,0,0,0,0,0,0,0,0,1
4,psf is making python available to licensee on an as is basis,0,0,0,0,0,0,0,0,0,0,0,0,1
5,psf makes no representations or warranties express or implied,0,0,0,0,0,0,0,0,0,0,0,1,0
6,by way of example but not limitation psf makes no and disclaims any representation or warranty of merchantability or fitness for any particular purpose or that the use of python will not infringe any third party rights,0,0,0,0,0,0,0,0,0,0,0,1,0
7,psf shall not be liable to licensee or any other users of python for any incidental special or consequential damages or loss as a result of modifying distributing or otherwise using python or any derivative thereof even if advised of the possibility thereof,0,0,0,0,0,0,0,0,0,0,1,0,0
8,this license agreement will automatically terminate upon a material breach of its terms and conditions,0,0,0,0,0,0,0,0,0,0,0,0,1
9,nothing in this license agreement shall be deemed to create any relationship of agency partnership or joint venture between psf and licensee,0,0,0,0,0,0,0,0,0,0,0,0,0
10,this license agreement does not grant permission to use psf trademarks or trade name in a trademark sense to endorse or promote products or services of licensee or any third party,0,0,0,0,0,1,0,0,0,0,0,0,0
11,by copying installing or otherwise using python licensee agrees to be bound by the terms and conditions of this license agreement,0,0,0,0,0,0,0,0,0,0,0,0,1
12,beopencom license agreement for python 20                                             beopen python open source license agreement version 1 1,0,0,0,0,0,0,0,0,0,0,0,0,1
13,this license agreement is between beopencom beopen having an office at 160 saratoga avenue santa clara ca 95051 and the individual or organization licensee accessing and otherwise using this software in source or binary form and its associated documentation the software,0,1,0,0,0,0,0,0,0,0,0,0,1
14,subject to the terms and conditions of this beopen python license agreement beopen hereby grants licensee a non exclusive royalty free world wide license to reproduce analyze test perform and or display publicly prepare derivative works distribute and otherwise use the software alone or in any derivative version provided however that the beopen python license is retained in the software alone or in any derivative version prepared by licensee,0,1,1,1,0,0,0,0,0,0,0,0,1
15,beopen is making the software available to licensee on an as is basis,0,0,0,0,0,0,0,0,0,0,0,0,1
16,beopen makes no representations or warranties express or implied,0,0,0,0,0,0,0,0,0,0,0,1,0
17,by way of example but not limitation beopen makes no and disclaims any representation or warranty of merchantability or fitness for any particular purpose or that the use of the software will not infringe any third party rights,0,0,0,0,0,0,0,0,0,0,0,1,0
18,beopen shall not be liable to licensee or any other users of the software for any incidental special or consequential damages or loss as a result of using modifying or distributing the software or any derivative thereof even if advised of the possibility thereof,0,0,0,0,0,0,0,0,0,0,1,0,0
19,this license agreement will automatically terminate upon a material breach of its terms and conditions,0,0,0,0,0,0,0,0,0,0,1,0,1
20,this license agreement shall be governed by and interpreted in all respects by the law of the state of california excluding conflict of law provisions,0,0,0,0,0,0,0,0,0,0,1,0,0
21,nothing in this license agreement shall be deemed to create any relationship of agency partnership or joint venture between beopen and licensee,0,0,0,0,0,0,0,0,0,0,0,0,0
22,this license agreement does not grant permission to use beopen trademarks or trade names in a trademark sense to endorse or promote products or services of licensee or any third party,0,0,0,0,0,1,0,0,0,0,0,0,0
23,as an exception the beopen python logos available at http  wwwpythonlabscom logoshtml may be used according to the permissions granted on that web page,0,0,0,0,0,0,0,0,0,0,0,0,0
24,by copying installing or otherwise using the software licensee agrees to be bound by the terms and conditions of this license agreement,0,0,0,0,0,0,0,0,0,0,0,0,1
25,this license agreement is between the corporation for national research initiatives having an office at 1895 preston white drive reston va 20191 cnri and the individual or organization licensee accessing and otherwise using python 161 software in source or binary form and its associated documentation,0,0,0,0,0,0,0,0,0,0,0,0,1
26,subject to the terms and conditions of this license agreement cnri hereby grants licensee a nonexclusive royalty free world wide license to reproduce analyze test perform and or display publicly prepare derivative works distribute and otherwise use python 161 alone or in any derivative version provided however that cnris license agreement and cnris notice of copyright ie copyright c 1995 2001 corporation for national research initiatives all rights reserved are retained in python 161 alone or in any derivative version prepared by licensee,0,1,0,0,0,0,0,1,0,0,0,0,1
27,alternately in lieu of cnris license agreement licensee may substitute the following text omitting the quotes python 161 is made available subject to the terms and conditions in cnris license agreement,0,0,0,0,0,0,0,0,0,0,0,0,1
28,this agreement together with python 161 may be located on the internet using the following unique persistent identifier known as a handle 189522 1013,0,0,0,0,0,0,0,0,0,0,0,0,1
29,this agreement may also be obtained from a proxy server on the internet using the following url http  hdlhandlenet 189522 1013,0,0,0,0,0,0,0,0,0,0,0,0,1
30,in the event licensee prepares a derivative work that is based on or incorporates python 161 or any part thereof and wants to make the derivative work available to others as provided herein then licensee hereby agrees to include in any such work a brief summary of the changes made to python 161,0,0,0,0,0,0,0,0,0,0,0,0,1
31,cnri is making python 161 available to licensee on an as is basis,0,0,0,0,0,0,0,0,0,0,0,0,1
32,cnri makes no representations or warranties express or implied,0,0,0,0,0,0,0,0,0,0,0,1,0
33,by way of example but not limitation cnri makes no and disclaims any representation or warranty of merchantability or fitness for any particular purpose or that the use of python 161 will not infringe any third party rights,0,0,0,0,0,0,0,0,0,0,0,1,0
34,cnri shall not be liable to licensee or any other users of python 161 for any incidental special or consequential damages or loss as a result of modifying distributing or otherwise using python 161 or any derivative thereof even if advised of the possibility thereof,0,0,0,0,0,0,0,0,0,0,1,0,0
35,this license agreement will automatically terminate upon a material breach of its terms and conditions,0,0,0,0,0,0,0,0,0,0,1,0,1
36,this license agreement shall be governed by the federal intellectual property law of the united states including without limitation the federal copyright law and to the extent such us federal law does not apply by the law of the commonwealth of virginia excluding virginias conflict of law provisions,0,0,0,0,1,0,0,0,0,0,0,0,0
37,notwithstanding the foregoing with regard to derivative works based on python 161 that incorporate non separable material that was previously distributed under the gnu general public license gpl the law of the commonwealth of virginia shall govern this license agreement only as to issues arising under or with respect to paragraphs 4 5 and 7 of this license agreement,0,0,0,0,0,0,0,0,1,0,0,0,1
38,nothing in this license agreement shall be deemed to create any relationship of agency partnership or joint venture between cnri and licensee,0,0,0,0,0,0,0,0,0,0,0,0,0
39,this license agreement does not grant permission to use cnri trademarks or trade name in a trademark sense to endorse or promote products or services of licensee or any third party,0,0,0,0,0,1,0,0,0,0,0,0,0
40,by clicking on the accept button where indicated or by copying installing or otherwise using python 161 licensee agrees to be bound by the terms and conditions of this license agreement,0,0,0,0,0,0,0,0,0,0,0,0,1
41,accept cwi license agreement for python 090 through 12                                                    copyright c 1991   1995 stichting mathematisch centrum amsterdam the netherlands,0,0,0,0,0,0,0,0,0,0,0,0,1
42,permission to use copy modify and distribute this software and its documentation for any purpose and without fee is hereby granted provided that the above copyright notice appear in all copies and that both that copyright notice and this permission notice appear in supporting documentation and that the name of stichting mathematisch centrum or cwi not be used in advertising or publicity pertaining to distribution of the software without specific written prior permission,0,1,1,1,0,0,0,1,0,0,0,0,1
