id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,conditioned upon your compliance with section 31 below and subject to third party intellectual property claims the initial developer hereby grants you a world wide royalty free non exclusive license a under intellectual property rights other than patent or trademark licensable by initial developer to use reproduce modify display perform sublicense and distribute the original software or portions thereof with or without modifications and or as part of a larger work and b under patent claims infringed by the making using or selling of original software to make have made use practice sell and offer for sale and or otherwise dispose of the original software or portions thereof c the licenses granted in sections 21a and b are effective on the date initial developer first distributes or otherwise makes the original software available to a third party under the terms of this license d notwithstanding section 21b above no patent license is granted 1 for code that you delete from the original software or 2 for infringements caused by i the modification of the original software or ii the combination of the original software with other software or devices,1,1,1,0,0,0,0,0,0,0,0,0,1
2,conditioned upon your compliance with section 31 below and subject to third party intellectual property claims each contributor hereby grants you a world wide royalty free non exclusive license a under intellectual property rights other than patent or trademark licensable by contributor to use reproduce modify display perform sublicense and distribute the modifications created by such contributor or portions thereof either on an unmodified basis with other modifications as covered software and or as part of a larger work and b under patent claims infringed by the making using or selling of modifications made by that contributor either alone and or in combination with its contributor version or portions of such combination to make use sell offer for sale have made and or otherwise dispose of 1 modifications made by that contributor or portions thereof and 2 the combination of modifications made by that contributor with its contributor version or portions of such combination,1,1,1,0,1,0,0,0,0,0,0,0,1
3,c the licenses granted in sections 22a and 22b are effective on the date contributor first distributes or otherwise makes the modifications available to a third party,0,0,0,0,0,0,0,0,0,0,0,0,1
4,d notwithstanding section 22b above no patent license is granted 1 for any code that contributor has deleted from the contributor version 2 for infringements caused by i third party modifications of contributor version or ii the combination of modifications made by that contributor with other software except as part of the contributor version or other devices or 3 under patent claims infringed by covered software in the absence of modifications made by that contributor,0,0,1,0,0,0,0,0,0,0,0,0,1
5,any covered software that you distribute or otherwise make available in executable form must also be made available in source code form and that source code form must be distributed only under the terms of this license,0,1,0,0,0,0,1,0,0,0,0,0,1
6,you must include a copy of this license with every copy of the source code form of the covered software you distribute or otherwise make available,0,0,0,0,0,0,1,1,0,0,0,0,1
7,you must inform recipients of any such covered software in executable form as to how they can obtain such covered software in source code form in a reasonable manner on or through a medium customarily used for software exchange,0,0,0,0,0,0,0,0,0,0,0,0,1
8,the modifications that you create or to which you contribute are governed by the terms of this license,0,0,0,0,0,0,0,0,1,0,0,0,1
9,you represent that you believe your modifications are your original creations and or you have sufficient rights to grant the rights conveyed by this license,0,0,0,0,0,0,0,0,0,0,0,0,0
10,you must include a notice in each of your modifications that identifies you as the contributor of the modification,0,0,0,0,0,0,0,0,0,1,0,0,1
11,you may not remove or alter any copyright patent or trademark notices contained within the covered software or any notices of licensing or any descriptive text giving attribution to any contributor or the initial developer,0,0,0,0,0,1,0,1,0,0,0,0,0
12,you may not offer or impose any terms on any covered software in source code form that alters or restricts the applicable version of this license or the recipients rights hereunder,0,0,0,0,0,0,0,0,0,0,0,0,1
13,you may choose to offer and to charge a fee for warranty support indemnity or liability obligations to one or more recipients of covered software,0,0,0,0,0,0,0,0,0,0,0,1,0
14,however you may do so only on your own behalf and not on behalf of the initial developer or any contributor,0,0,0,0,0,0,0,0,0,0,0,0,0
15,you must make it absolutely clear that any such warranty support indemnity or liability obligation is offered by you alone and you hereby agree to indemnify the initial developer and every contributor for any liability incurred by the initial developer or such contributor as a result of warranty support indemnity or liability terms you offer,0,0,0,0,0,0,0,0,0,0,1,1,0
16,you may distribute the executable form of the covered software under the terms of this license or under the terms of a license of your choice which may contain terms different from this license provided that you are in compliance with the terms of this license and that the license for the executable form does not attempt to limit or alter the recipients rights in the source code form from the rights set forth in this license,0,0,0,1,0,0,0,0,1,0,0,0,1
17,if you distribute the covered software in executable form under a different license you must make it absolutely clear that any terms which differ from this license are offered by you alone not by the initial developer or contributor,0,0,0,0,0,0,0,0,1,0,0,0,1
