id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,sencha software license agreement summary of important use restrictions please read the entire agreement and definitions below,0,0,0,1,0,0,0,0,0,0,0,0,1
2,commercial vs open source license source software may be made available under this commercial license and under the gnu general public license version 3 gplv3,1,0,0,1,0,0,0,0,1,0,0,0,1
3,this commercial license requires the payment of a fee for each designated user ie,1,0,0,0,0,0,0,0,0,0,0,0,1
4,if you choose not to pay a fee and use the gplv3 license you are required to release the source code of any program that you distribute with the software,0,0,0,0,0,0,0,0,0,0,0,0,1
5,if you choose to pay for a commercial license you are not required to disclose your source code,1,0,0,0,0,0,0,0,0,0,0,0,1
6,no closed source application can include or use sencha ext js or sencha gxt unless commercially licensed whether or not you modify these libraries,0,0,0,0,0,0,0,0,0,0,0,0,1
7,gpl & trial development you cannot commence development of an application under gplv3 license and later convert to a commercial license,0,0,0,0,0,0,0,0,0,0,0,0,1
8,you cannot develop during a trial period and continue development beyond the trial period 30 days,0,0,0,0,0,0,0,0,0,0,0,0,1
9,you must download the appropriate version of the software gpl or commercial for the license that you are using,0,0,0,0,0,0,0,0,0,0,0,0,1
10,if you fail to comply with licensing requirements you may be subject to action for intellectual property rights infringement,0,0,0,0,0,0,0,0,0,0,1,0,0
11,prohibited uses under this commercial license you are not allowed to create applications that can be described as a development toolkit or library an application builder a website builder or any application that is intended for use by software application or website developers or designers,1,0,0,0,0,0,0,0,0,0,0,0,1
12,if you are concerned about this prohibition you can discuss getting an oem license by emailing us at license@senchacom,0,0,0,0,0,0,0,0,0,0,0,0,0
13,designated users under this commercial license each designated user a developer or anybody using the software to design ui must be licensed,0,0,0,0,0,0,0,0,1,0,0,0,1
14,you can move the license to another designated user every 6 months,0,0,0,0,0,0,0,0,0,0,0,0,1
15,consultants and software integrators consultants and siÃÂ¢ÃÂÃÂs that develop applications must ensure that the third parties for which they develop are licensed for the software,0,0,0,0,1,0,0,0,0,0,0,0,0
16,in some cases you can transfer your license to the third party and in other cases third parties will need to have their own commercial license,0,1,0,0,0,0,0,0,0,0,0,0,1
17,consultants canÃÂ¢ÃÂÃÂt use the same license to build application for multiple customers if the customers are to own the application unless the third parties purchase a commercial license directly,1,0,0,0,0,0,0,0,0,0,0,0,1
18,certain consultants and integrators can take advantage of our independent consultant program which offers commercial licenses for fewer developers,1,0,0,0,0,0,0,0,0,0,0,0,0
19,license term ext js   gxt licenses for sencha ext js and sencha gxt include perpetual development and use rights with version upgrades under annual maintenance and support 1 year included,0,0,0,0,0,0,0,0,0,0,0,0,0
20,ext js single developer subscription license sencha ext js may also be licensed on an annual basis which includes support and must be current to develop distribute and use applications,0,0,0,0,1,0,0,0,0,0,0,0,1
21,extreact sencha extreact is licensed on an annual basis which includes support and must be current to develop applications,0,0,0,0,0,0,0,0,0,0,0,0,1
22,sencha test sencha test is licensed on an annual basis which includes support and must be current to access the sencha test tools,0,0,0,0,0,0,0,0,0,0,0,0,1
23,your commercial license is governed by the terms below and not by the terms of this summary of important license use restrictions,0,0,0,1,0,0,0,0,0,0,0,0,1
24,sencha software license agreement version 39 this document is a legal agreement the agreement between sencha inc we us and you or the organization on whose behalf you are entering into this agreement you in relation to sencha software generally made available in source code format sencha sdks and or sencha software generally made available in object code format sencha tools,0,0,0,0,0,0,0,0,0,0,0,0,1
25,the sencha sdks and the sencha tools are sometimes hereinafter collectively referred to as the software,0,0,0,0,0,0,0,0,0,0,0,1,0
26,rights granted herein apply only to software for which youÃÂ¢ÃÂÃÂve paid the applicable fee which may include the following sencha sdks sencha ext js sencha gxt sencha extreact sencha tree grid sencha pivot grid sencha charts sencha calendar component and or sencha d3 adapter and or the following sencha tools sencha architect sencha jetbrains plug in sencha eclipse plug in sencha visual studio plug in sencha visual studio code plug in sencha inspector sencha themer sencha stencils sencha cmd and or sencha test,0,0,0,0,0,0,0,0,0,0,0,0,1
27,by downloading installing copying or otherwise using the software you accept the following terms and conditions,0,0,0,0,0,0,0,0,0,0,0,0,1
28,if you do not agree with any of the terms or conditions of this license agreement do not proceed with the downloading copying installation or any other use of the software or any portion thereof as you have no rights to do so,0,0,0,0,0,0,0,0,0,0,0,0,1
29,the software is protected by united states copyright laws and international copyright laws as well as other intellectual property laws and treaties,0,0,0,0,0,0,0,1,0,0,0,0,0
30,this license agreement describes your rights and restrictions with respect to the software and its components,0,0,0,0,0,0,0,0,0,0,0,0,0
31,license grant subject to the payment of the fee required and subject to your compliance with all of the terms and conditions of this agreement we grant to you a revocable non exclusive non transferable and non sublicensable license i for designated users to use the software to create modifications and applications ii for you to distribute the sencha sdks and or modifications to end users solely as integrated into the applications and iii for end users to use the sencha sdks as integrated into your applications in accordance with the terms of this agreement,0,1,1,1,0,0,0,0,0,0,0,0,1
32,in addition to the other terms contained herein and subject to your compliance with all of the terms and conditions of this agreement we grant to you a revocable non exclusive non transferable and non sublicensable license to install and use the software the trial license strictly for your internal evaluation and review purposes and not for production purposes,0,0,0,1,0,0,0,0,0,0,0,0,1
33,this trial license applies only if you have registered with us for a trial license of the software and shall be effective for thirty 30 consecutive days following the date of registration the trial period,0,0,0,0,0,0,0,0,0,0,0,0,0
34,you may only register for a trial license once in any eighteen month period,0,0,0,0,0,0,0,0,0,0,0,0,1
35,you agree not to use a trial license for any purpose other than determining whether to purchase a license to the software,1,0,0,0,0,0,0,0,0,0,0,0,0
36,you are explicitly not permitted to distribute the software to any user outside the organization on whose behalf you have undertaken this license,0,0,0,0,0,0,0,0,0,0,0,0,1
37,your rights to use the trial license will immediately terminate upon the earlier of i the expiration of the trial period or ii such time that you purchase a license to the software,0,0,0,0,0,0,0,0,0,0,0,0,1
38,we reserve the right to terminate your trial license at any time in our absolute and sole discretion,0,0,0,0,0,0,0,0,0,0,1,0,1
39,in addition to the other terms contained herein in the event you have downloaded or received beta or pre release versions of the software the beta software from us subject to your compliance with all of the terms and conditions of this agreement we grant to you a revocable non exclusive non transferable and non sublicensable license to install and use the beta software strictly for your internal evaluation and review purposes and not for production purposes the beta license,0,1,0,1,0,0,0,0,0,0,0,0,1
40,you are explicitly not permitted to distribute the software to any user outside the organization on whose behalf you have undertaken this license,0,0,0,0,0,0,0,0,0,0,0,0,1
41,your rights to use the beta software will immediately terminate upon the earlier of i the expiration of the evaluation period established by us or ii such time that you purchase a license to a non evaluation version of the software,0,0,0,0,0,0,0,0,0,0,0,0,1
42,we reserve the right to terminate your beta license at any time in our absolute and sole discretion,0,0,0,0,0,0,0,0,0,0,0,0,1
43,you acknowledge that trial and or beta software might place watermarks on output contain limited functionality function for a limited period of time or limit the functionality or time of functioning of any output,0,0,0,0,0,0,0,0,0,0,0,0,1
44,access to and or use of any files or output created with such software is entirely at your own risk,0,0,0,0,0,0,0,0,0,0,0,0,1
45,we are licensing the software on an as is basis at your own risk and we disclaim any warranty or liability to you of any kind,0,0,0,0,0,0,0,0,0,0,0,1,0
