id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,the licensor and you agree as follows 20 rights granted and conditions of use 21 rights granted,0,0,0,0,0,0,0,0,0,0,0,0,0
2,the licensor grants to you a worldwide royalty free non exclusive perpetual irrevocable copyright license to do any act that is restricted by copyright over anything within the contents whether in the original medium or any other,0,0,0,0,0,0,0,1,0,0,0,0,1
3,these rights explicitly include commercial use and do not exclude any field of endeavour,0,0,0,1,0,0,0,0,0,0,0,0,0
4,these rights include without limitation the right to sublicense the work,0,0,0,0,0,0,0,0,0,0,0,0,1
5,this license does not cover any database rights database copyright or contract over the contents as part of the database,0,0,0,0,0,0,0,0,0,0,0,0,1
6,please see the odbl covering the database for more details about your rights and obligations,0,0,0,0,0,0,0,0,0,0,0,0,1
7,the licensor takes the position that factual information is not covered by copyright,0,0,0,0,0,0,0,0,0,0,0,0,0
8,the dbcl grants you permission for any information having copyright contained in the contents,0,0,0,0,0,0,0,0,0,0,0,0,1
9,30 warranties disclaimer and limitation of liability 31 the contents are licensed by the licensor as is and without any warranty of any kind either express or implied whether of title of accuracy of the presence of absence of errors of fitness for purpose or otherwise,0,0,0,0,0,0,0,0,0,0,0,1,0
10,some jurisdictions do not allow the exclusion of implied warranties so this exclusion may not apply to you,0,0,0,0,0,0,0,0,0,0,0,0,0
11,32 subject to any liability that may not be excluded or limited by law the licensor is not liable for and expressly excludes all liability for loss or damage however and whenever caused to anyone by any use under this license whether by you or by anyone else and whether caused by any fault on the part of the licensor or not,0,0,0,0,0,0,0,0,0,0,1,0,0
12,this exclusion of liability includes but is not limited to any special incidental consequential punitive or exemplary damages,0,0,0,0,0,0,0,0,0,0,1,0,0
13,this exclusion applies even if the licensor has been advised of the possibility of such damages,0,0,0,0,0,0,0,0,0,0,1,0,0
