id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,creative commons legal code attribution noderivs 30 unported creative commons corporation is not a law firm and does not provide legal services,0,0,0,0,0,0,0,0,0,0,0,0,0
2,distribution of this license does not create an attorney client relationship,0,0,0,0,0,0,0,0,0,0,0,0,0
3,creative commons provides this information on an as is basis,0,0,0,0,0,0,0,0,0,0,0,1,1
4,creative commons makes no warranties regarding the information provided and disclaims liability for damages resulting from its use,0,0,0,0,0,0,0,0,0,0,1,0,0
5,license the work as defined below is provided under the terms of this creative commons public license ccpl or license,0,0,0,1,0,0,0,0,0,0,0,0,1
6,the work is protected by copyright and or other applicable law,0,0,0,0,0,0,0,0,0,0,0,0,0
7,any use of the work other than as authorized under this license or copyright law is prohibited,0,0,0,0,0,0,0,1,0,0,0,0,1
8,by exercising any rights to the work provided here you accept and agree to be bound by the terms of this license,0,0,0,0,0,0,0,0,0,0,0,0,1
9,to the extent this license may be considered to be a contract the licensor grants you the rights contained here in consideration of your acceptance of such terms and conditions,0,0,0,0,0,0,0,0,0,0,0,0,0
10,nothing in this license is intended to reduce limit or restrict any uses free from copyright or rights arising from limitations or exceptions that are provided for in connection with the copyright protection under copyright law or other applicable laws,0,0,0,0,0,0,0,1,0,0,0,0,1
11,subject to the terms and conditions of this license licensor hereby grants you a worldwide royalty free non exclusive perpetual for the duration of the applicable copyright license to exercise the rights in the work as stated below a to reproduce the work to incorporate the work into one or more collections and to reproduce the work as incorporated in the collections and b to distribute and publicly perform the work including as incorporated in collections,0,1,1,1,0,0,0,0,0,0,0,0,1
12,c for the avoidance of doubt i non waivable compulsory license schemes,0,0,0,0,0,0,0,0,0,0,0,0,0
13,in those jurisdictions in which the right to collect royalties through any statutory or compulsory licensing scheme cannot be waived the licensor reserves the exclusive right to collect such royalties for any exercise by you of the rights granted under this license ii,0,0,0,0,1,0,0,0,0,0,0,0,0
14,in those jurisdictions in which the right to collect royalties through any statutory or compulsory licensing scheme can be waived the licensor waives the exclusive right to collect such royalties for any exercise by you of the rights granted under this license and iii,0,1,0,0,1,0,0,0,0,0,0,0,0
15,the licensor waives the right to collect royalties whether individually or in the event that the licensor is a member of a collecting society that administers voluntary licensing schemes via that society from any exercise by you of the rights granted under this license,0,0,0,0,0,0,0,0,0,0,0,0,0
16,the above rights may be exercised in all media and formats whether now known or hereafter devised,0,1,0,0,0,0,0,0,0,0,0,0,1
17,the above rights include the right to make such modifications as are technically necessary to exercise the rights in other media and formats but otherwise you have no rights to make adaptations,0,1,0,0,0,0,0,0,0,1,0,0,1
18,subject to section 8f all rights not expressly granted by licensor are hereby reserved,0,0,0,0,0,0,0,0,0,0,0,0,0
19,the license granted in section 3 above is expressly made subject to and limited by the following restrictions a,0,0,0,0,0,0,0,0,0,0,0,0,1
20,you may distribute or publicly perform the work only under the terms of this license,0,0,0,0,0,0,0,0,0,0,0,0,1
21,you must include a copy of or the uniform resource identifier uri for this license with every copy of the work you distribute or publicly perform,0,0,0,0,0,0,0,1,0,0,0,0,1
22,you may not offer or impose any terms on the work that restrict the terms of this license or the ability of the recipient of the work to exercise the rights granted to that recipient under the terms of the license,0,0,0,0,0,0,0,0,0,0,0,0,0
