id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,end user license agreement for script# it is important that you carefully read this notice before installing this product,0,0,0,0,0,0,0,1,0,0,0,0,1
2,by installing or otherwise using this software you agree to be bound by the terms of this license agreement the agreement which constitutes a legally binding contract between the licensor projectsnikhilknet hereafter we or us and the licensee either an individual or entity hereafter you,0,0,0,0,0,0,0,0,1,0,0,0,0
3,this agreement 11 in this agreement the phrase software means any version of the computer programs above and all associated media printed materials online or electronic documentation and bundled software,0,0,0,0,0,0,0,0,0,0,0,0,1
4,12 the software is licensed not sold to you for use only under the terms of this agreement,0,0,0,0,0,0,0,0,0,0,0,0,1
5,we reserve any rights not expressly granted to you,0,0,0,0,0,1,0,0,0,0,0,0,0
6,13 by installing copying or otherwise using the software you agree to be bound by the terms of this agreement,0,0,0,0,0,0,0,0,0,0,0,0,1
7,if you do not agree to the terms of this agreement you must not use the software and must immediately delete any and all copies of the software in your procession,0,0,0,0,0,0,0,0,0,0,0,0,1
8,grant of license 21 we hereby grant you the following non exclusive license to use the software,0,0,0,0,0,0,0,0,0,0,0,0,1
9,the rights granted to the licensee are personal and non transferable,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22 you may deploy the script files included with the product or those generated from using the product to a web server,0,0,0,0,0,0,0,0,0,0,0,0,1
11,23 the following are the restrictions placed on the use of the software,0,0,0,0,0,0,0,0,0,0,0,0,1
12,you may not   remove the auto generated header identifying script# as the generator or tool used to produce the script files you deploy into your application or component,0,0,0,0,0,0,0,0,0,0,0,0,1
13,  modify or adapt the software into another program or product,0,0,0,0,0,0,0,0,0,0,0,0,1
14,  reverse engineer disassemble or decompile or make any attempt to discover the source code of the software through current or future available technologies,0,0,0,0,0,0,0,0,0,0,0,0,1
15,  redistribute publish or deploy the software on a standalone basis for others to copy without prior acknowledgment from the licensor,0,0,0,0,0,0,0,0,0,0,0,0,1
16,  copy or republish any portion of the documentation without prior acknowledgment from the licensor,0,0,0,0,0,0,0,0,0,0,0,0,1
17,  sell re license sub license rent lease any part of the software or create derivative works,1,0,0,0,0,0,0,0,0,0,0,0,1
18,  use the software to perform any unauthorized transfer of information or any illegal purpose,1,0,0,0,0,0,0,0,0,0,0,0,1
19,24 we may from time to time create updated versions of the software and may at our option make such updates available to you,0,0,0,0,0,0,0,0,0,0,0,0,1
20,we have the sole right to determine all aspects of future updates changes and releases of the software,0,0,0,0,0,0,0,0,0,1,0,0,1
21,26 you permit the software to connect and communicate with our servers to send version and usage information for the purposes of improving the software or sending information about available updates,0,0,0,0,0,0,1,0,0,0,0,0,1
22,27 you agree to indemnify hold harmless and defend us from and against any claims allegations lawsuits losses and costs including attorney fees that arise or result from the use deployment or distribution the software,0,0,0,0,0,0,0,0,0,0,1,0,0
23,28 any feedback including bug reports feature suggestions or ideas provided by you to us through any communication channel are given to us without any associated charge or implied patent or intellectual rights,0,0,0,0,0,0,0,0,0,0,0,0,1
24,thereafter we have the full right to use share and commercialize such feedback in any way and for any purpose,0,0,0,0,0,0,0,0,0,0,0,0,1
25,you will not give feedback that is subject to a license that requires us to license the software to third parties because of inclusion of such feedback,0,0,0,0,0,0,0,0,0,0,0,0,1
26,29 we do not provide any support services because the software is being made available to you in as is form,0,0,0,0,0,0,0,0,0,0,0,0,0
27,210 we reserve the right to update the agreement and the terms of the license with newer versions of the software,0,0,0,0,0,0,0,0,0,0,0,0,1
28,intellectual property rights 31 the software is protected by copyright and other intellectual property laws,0,0,0,0,0,0,0,1,0,0,0,0,0
29,title to ownership of and all rights and interests in each and every part of the software including all copyrights trademarks patent rights or other intellectual property rights of whatever nature and all copies thereof shall remain at all times vested in us,0,0,0,0,0,0,0,1,0,0,0,0,0
30,warranties 41 we expressly disclaim any warranty for the software,0,0,0,0,0,0,0,0,0,0,0,1,0
31,the software and any associated materials are provided as is without warranty of any kind either express or implied including without limitation the implied warranties or merchantability fitness for a particular purpose or non infringement,0,0,0,0,0,0,0,0,0,0,0,1,0
32,the entire risk arising out of use or performance of the software remains with you,0,0,0,0,0,0,0,0,0,0,0,0,0
33,termination 51 this agreement takes effect upon your use of the software and remains effective until terminated,0,0,0,0,0,0,0,0,0,0,0,0,1
34,you may terminate it at any time by destroying all copies of the software in possession,0,0,0,0,0,0,0,0,0,0,0,0,1
35,it will also automatically terminate if you fail to comply with any term or condition of this agreement,0,0,0,0,0,0,0,0,1,0,0,0,1
36,you agree on termination of this agreement to destroy all copies of the software in possession,0,0,0,0,0,0,0,0,0,0,0,0,1
37,general terms 61 this written agreement is the exclusive agreement between you and us concerning the software and supersedes any prior agreement communication advertising or representation concerning the software,0,0,0,0,0,0,0,0,0,0,0,0,0
38,62 this agreement may be modified only by a writing signed by you and us,0,0,0,0,0,0,0,0,0,0,0,0,1
39,63 in the event of litigation between you and us concerning the software the prevailing party in the litigation will be entitled to recover attorney fees and expenses from the other party,0,0,0,0,0,0,0,0,0,0,0,0,0
40,64 this agreement is governed by the laws of the state of washington usa,0,0,0,0,0,0,0,0,0,0,0,0,0
41,irrespective of the country in which the software was acquired the construction validity and performance of the agreement shall be governed in all respects by english law,0,0,0,0,0,0,0,0,0,0,0,0,0
42,you agree to submit to exclusive jurisdiction of english courts,0,0,0,0,0,0,0,0,0,0,0,0,0
43,65 if any provision of this agreement is found to be invalid by any court having competent jurisdiction the invalidity of such provision shall not affect the validity of the remaining provisions of this agreement which shall remain in full force and effect,0,0,0,0,0,0,0,0,0,0,1,0,0
