id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,by using and or copying this document or the eclipse foundation document from which this statement is linked you the licensee agree that you have read understood and will comply with the following terms and conditions permission to copy and distribute the contents of this document or the eclipse foundation document from which this statement is linked in any medium for any purpose and without fee or royalty is hereby granted provided that you include the following on all copies of the document or portions thereof that you use   link or url to the original eclipse foundation document,0,1,1,1,0,0,0,1,0,0,0,0,1
2,  all existing copyright notices or if one does not exist a notice hypertext is preferred but a textual representation is permitted of the form copyright ÃÂ¢ÃÂ© [$date of document] eclipse foundation inc <<url to this license>> inclusion of the full text of this notice must be provided,0,0,0,0,0,0,0,1,0,0,0,0,1
3,we request that authorship attribution be provided in any software documents or other items or products that you create pursuant to the implementation of the contents of this document or any portion thereof,0,0,0,0,0,0,0,0,0,0,0,0,1
4,no right to create modifications or derivatives of eclipse foundation documents is granted pursuant to this license except anyone may prepare and distribute derivative works and portions of this document in software that implements the specification in supporting materials accompanying such software and in documentation of such software provided that all such works include the notice below,0,1,1,1,0,0,0,1,1,0,0,0,1
5,however the publication of derivative works of this document for use as a technical specification is expressly prohibited,0,0,0,1,0,0,0,0,0,0,0,0,1
6,the notice is copyright ÃÂ¢ÃÂ© [$date of document] eclipse foundation,0,0,0,0,0,0,0,1,0,0,0,0,1
7,this software or document includes material copied from or derived from [title and uri of the eclipse foundation specification document],0,1,0,0,0,0,0,0,0,0,0,0,1
8,disclaimers this document is provided as is and the copyright holders and the eclipse foundation make no representations or warranties express or implied including but not limited to warranties of merchantability fitness for a particular purpose non infringement or title that the contents of the document are suitable for any purpose nor that the implementation of such contents will not infringe any third party patents copyrights trademarks or other rights,0,0,0,0,0,0,0,0,0,0,0,0,0
9,the copyright holders and the eclipse foundation will not be liable for any direct indirect special or consequential damages arising out of any use of the document or the performance or implementation of the contents thereof,0,0,0,0,0,0,0,0,0,0,1,0,0
10,the name and trademarks of the copyright holders or the eclipse foundation may not be used in advertising or publicity pertaining to this document or its contents without specific written prior permission,0,0,0,0,0,1,0,0,0,0,0,0,0
