id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty,is_granted
1,license grant a	subject to the terms and conditions of this agreement nexb grants to licensee a non exclusive non transferable license during the subscription or evaluation period to install and use the software on the number of computers and for the number of users specified in the order form,0,1,0,1,0,0,0,0,0,0,0,0,1
2,b	subject to the terms and conditions of this agreement nexb grants to licensee a non exclusive non transferable license during the subscription or evaluation period to install and use the content on the number of computers and for the number of users specified in the order form,0,1,0,1,0,0,0,0,0,0,0,0,1
3,licensee has no right to retain or to use the software or content after termination of the applicable subscription or evaluation period for any reason,0,0,0,0,0,0,0,0,0,0,0,0,1
4,licensee may not permit access to or use of the software by any users other than the users licensed and paid for by licensee,0,0,0,0,0,0,0,0,0,0,0,0,0
5,d	licensee may make a reasonable number of copies of the software exclusively for back up non production testing disaster recovery failover or archival purposes,0,0,0,0,0,0,0,0,0,0,0,0,1
6,licensee may not publish display disclose rent lease modify loan distribute transfer assign or sublicense the software or create derivative works based on the software or any part thereof,1,1,1,0,0,0,0,0,0,0,0,0,1
7,licensee may not reverse engineer decompile translate adapt or disassemble the software nor shall the licensee attempt to create the source code from the object code for the software,0,0,0,0,0,0,0,0,0,0,0,0,1
8,updates nexb at its sole discretion may provide updates in connection with the software,0,0,0,0,0,0,0,0,0,0,0,0,1
9,updates may be provided by email downloads or otherwise as nexb deems appropriate,0,0,0,0,0,0,0,0,0,0,0,0,1
10,updates will be provided without charge during the subscription period,0,0,0,0,0,0,0,0,0,0,0,0,1
11,ownership a	the software is the property of nexb or its suppliers,0,0,0,0,0,0,0,0,0,0,0,1,0
12,title and copyrights to the software in whole and in part and all copies thereof and all modifications enhancements derivatives and other alterations of the software regardless of who made any modifications if any are and will remain the sole and exclusive property of nexb and its suppliers,0,1,0,0,0,0,0,1,0,1,0,0,1
13,licensee has a limited license to use the software i for as long as this agreement remains in full force and effect and subject to any applicable subscription or evaluation period ii provided that any other agreement concerning licenseeÃÂ¢ÃÂÃÂs use of the software remains in full force and effect and iii for so long as licensee has timely made payment of any subscription fees due nexb,0,0,0,0,0,0,0,0,0,0,0,0,1
14,any other use of the software by any person business corporation government organization or any other entity is strictly forbidden and a violation of this agreement,1,0,0,0,0,0,0,0,0,0,0,0,1
15,b	the software is protected by united states copyright law and international treaty provisions,0,0,0,0,0,0,0,1,0,0,0,0,0
16,further the structure organization and code embodied in the software are the valuable and confidential trade secrets of nexb and its suppliers and are protected by intellectual property laws and treaties,0,1,0,0,0,0,0,0,0,0,0,0,0
17,all rights not expressly granted to licensee herein are expressly reserved by nexb,0,0,0,0,0,1,0,0,0,0,0,0,0
18,licensee may not remove any proprietary notices from any copy of the software or documentation,0,0,0,0,0,0,0,0,0,0,0,0,1
19,licensee agrees to abide by the copyright law and all other applicable laws of the united states including but not limited to export control laws,0,0,0,0,0,0,0,0,0,0,0,0,0
