id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,granted rights you are granted the non exclusive rights set forth in this license provided you agree to and comply with any and all conditions in this license,,,,,,,,,,,,
2,it is transferable to other parties provided that they agree to and comply with any and all conditions in this license,,,,,,,,,,,,
3,use of the software signifies acceptance of this license,,,,,,,,,,,,
4,you may make modifications to the software and you may use the original or modified versions of the software to link compile and build applications including commercial applications,,,,,,,,,,,,
5,you may distribute these applications in a binary machine executable form,,,,,,,,,,,,
6,if your project wants more rights than this please feel welcome to get in touch at http  wwwpolitepixcom contact and inquire about whether it is possible to obtain other licensing terms,,,,,,,,,,,,
7,educational and public good projects are especially encouraged to inquire,,,,,,,,,,,,
8,credit you must include credit in your application as follows in a user readable form in an accessible view of your application replacing <this app> with the name of your application <this app> uses the cmu pocketsphinx library the cmu flite library the cmu cmucmltk library http  cmusphinxsourceforgenet and politepixâs openears http  wwwpolitepixcom openears,,,,,,,,,,,,
9,contributions each contributor defined as a party who submits source code modifications for the software whose purpose is to modify the behavior of the software also commonly known as patches or fixes hereby grants politepix a world wide royalty free non exclusive license to use reproduce modify display perform sublicense and distribute the modifications or portions thereof either on an unmodified basis or with other modifications,,,,,,,,,,,,
10,submitting a contribution is defined as intentionally communicating the information to politepix employees and representatives including posts on the politepix forums sending uploads or diffs or pull requests to politepix openears repositories or servers and emails to politepix employees or representatives,,,,,,,,,,,,
11,termination and survival the rights granted hereunder will terminate automatically if you fail to comply with terms herein,,,,,,,,,,,,
12,miscellaneous this license represents the complete agreement concerning subject matter hereof,,,,,,,,,,,,
13,if any provision of this license is held to be unenforceable such provision shall be reformed only to the extent necessary to make it enforceable,,,,,,,,,,,,
14,this license and any litigation relating to it shall be subject to the jurisdiction of the courts located in berlin germany,,,,,,,,,,,,
15,limitation of liability the software and this license document are provided as is with no warranty of any kind including the warranty of design merchantability fitness for a particular purpose non infringement accuracy and title and those arising from a course of dealing or usage of trade,,,,,,,,,,,,
