id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,as used in this contribution agreement you means the individual contributing the contribution to slicer and the institution or entity which employs or is otherwise affiliated with such individual in connection with such contribution,,,,,,,,,,,,
2,this contribution agreement applies to all contributions made to slicer including without limitation contributions made prior to the date of first publication of this agreement,,,,,,,,,,,,
3,if at any time you make a contribution to slicer you represent that i you are legally authorized and entitled to make such contribution and to grant all licenses granted in this contribution agreement with respect to such contribution ii if your contribution includes any patient data all such data is de identified in accordance with us confidentiality and security laws and requirements including but not limited to the health insurance portability and accountability act hipaa and its regulations and your disclosure of such data for the purposes contemplated by this agreement is properly authorized and in compliance with all applicable laws and regulations and iii you have preserved in the contribution all applicable attributions copyright notices and licenses for any third party software or data included in the contribution,,,,,,,,,,,,
4,except for the licenses granted in this agreement you reserve all right title and interest in your contribution,,,,,,,,,,,,
5,you hereby grant to brigham with the right to sublicense a perpetual worldwide non exclusive no charge royalty free irrevocable license to use reproduce make derivative works of display and distribute the contribution,,,,,,,,,,,,
6,if your contribution is protected by patent you hereby grant to brigham with the right to sublicense a perpetual worldwide non exclusive no charge royalty free irrevocable license under your interest in patent rights covering the contribution to make have made use sell and otherwise transfer your contribution alone or in combination with any other code,,,,,,,,,,,,
7,you acknowledge and agree that brigham may incorporate your contribution into slicer and may make slicer available to members of the public on an open source basis under terms substantially in accordance with the software license set forth in part b of this agreement,,,,,,,,,,,,
8,you further acknowledge and agree that brigham shall have no liability arising in connection with claims resulting from your breach of any of the terms of this agreement,,,,,,,,,,,,
9,you warrant that to the best of your knowledge your contribution does not contain any code that requres or prescribes an open source license for derivative works by way of non limiting example the gnu general public license or other so called reciprocal license that requires any derived work to be licensed under the gnu general public license or other open source license,,,,,,,,,,,,
10,as used in this software license you means the individual downloading and or using reproducing modifying displaying and or distributing the software and the institution or entity which employs or is otherwise affiliated with such individual in connection therewith,,,,,,,,,,,,
11,the brigham and women?s hospital inc brigham hereby grants you with right to sublicense with respect to brighams rights in the software and data if any which is the subject of this software license collectively the software a royalty free non exclusive license to use reproduce make derivative works of display and distribute the software provided that a you accept and adhere to all of the terms and conditions of this software license b in connection with any copy of or sublicense of all or any portion of the software all of the terms and conditions in this software license shall appear in and shall apply to such copy and such sublicense including without limitation all source and executable forms and on any user documentation prefaced with the following words all or portions of this licensed product such portions are the software have been obtained under license from the brigham and womens hospital inc and are subject to the following terms and conditions c you preserve and maintain all applicable attributions copyright notices and licenses included in or applicable to the software d modified versions of the software must be clearly identified and marked as such and must not be misrepresented as being the original software and e you consider making but are under no obligation to make the source code of any of your modifications to the software freely available to others on an open source basis,,,,,,,,,,,,
12,the license granted in this software license includes without limitation the right to i incorporate the software into proprietary programs subject to any restrictions applicable to such programs ii add your own copyright statement to your modifications of the software and iii provide additional or different license terms and conditions in your sublicenses of modifications of the software provided that in each case your use reproduction or distribution of such modifications otherwise complies with the conditions stated in this software license,,,,,,,,,,,,
13,this software license does not grant any rights with respect to third party software except those rights that brigham has been authorized by a third party to grant to you and accordingly you are solely responsible for i obtaining any permissions from third parties that you need to use reproduce make derivative works of display and distribute the software and ii informing your sublicensees including without limitation your end users of their obligations to secure any such required permissions,,,,,,,,,,,,
14,the software has been designed for research purposes only and has not been reviewed or approved by the food and drug administration or by any other agency,,,,,,,,,,,,
15,you acknowledge and agree that clinical applications are neither recommended nor advised,,,,,,,,,,,,
16,any commercialization of the software is at the sole risk of the party or parties engaged in such commercialization,,,,,,,,,,,,
17,you further agree to use reproduce make derivative works of display and distribute the software in compliance with all applicable governmental laws regulations and orders including without limitation those relating to export and import control,,,,,,,,,,,,
18,the software is provided as is and neither brigham nor any contributor to the software each a contributor shall have any obligation to provide maintenance support updates enhancements or modifications thereto,,,,,,,,,,,,
19,brigham and all contributors specifically disclaim all express and implied warranties of any kind including but not limited to any warranties of merchantability fitness for a particular purpose and non infringement,,,,,,,,,,,,
20,in no event shall brigham or any contributor be liable to any party for direct indirect special incidental exemplary or consequential damages however caused and on any theory of liability arising in any way related to the software even if brigham or any contributor has been advised of the possibility of such damages,,,,,,,,,,,,
21,to the maximum extent not prohibited by law or regulation you further assume all liability for your use reproduction making of derivative works display license or distribution of the software and agree to indemnify and hold harmless brigham and all contributors from and against any and all claims suits actions demands and judgments arising therefrom,,,,,,,,,,,,
22,none of the names logos or trademarks of brigham or any of brighams affiliates or any of the contributors or any funding agency may be used to endorse or promote products produced in whole or in part by operation of the software or derived from or based on the software without specific prior written permission from the applicable party,,,,,,,,,,,,
23,any use reproduction or distribution of the software which is not in accordance with this software license shall automatically revoke all rights granted to you under this software license and render paragraphs 1 and 2 of this software license null and void,,,,,,,,,,,,
24,this software license does not grant any rights in or to any intellectual property owned by brigham or any contributor except those rights expressly granted hereunder,,,,,,,,,,,,
25,part c miscellaneous this agreement shall be governed by and construed in accordance with the laws of the commonwealth of massachusetts without regard to principles of conflicts of law,,,,,,,,,,,,
