id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,redistribution and use in any form of this material and any product thereof including software in source or binary forms along with any related documentation with or without modification this material is permitted provided that the following conditions are met redistributions of source code of any software must retain the above copyright notice and all terms of this license as part of the code,,,,,,,,,,,,
2,redistributions in binary form of any software must reproduce the above copyright notice and all terms of this license in any related documentation and or other materials,,,,,,,,,,,,
3,neither the names nor trademarks of advanced micro devices inc or any copyright holders or contributors may be used to endorse or promote products derived from this material without specific prior written permission,,,,,,,,,,,,
4,notice about us government restricted rights this material is provided with restricted rights,,,,,,,,,,,,
5,use duplication or disclosure by the us government is subject to the full extent of restrictions set forth in far52227 and dfars252227 et seq or any successor or applicable regulations,,,,,,,,,,,,
6,use of this material by the us government constitutes acknowledgment of the proprietary rights of advanced micro devices inc and any copyright holders and contributors,,,,,,,,,,,,
7,any breach of any term of this license shall result in the immediate revocation of all rights to redistribute access or use this material,,,,,,,,,,,,
8,this material is provided by advanced micro devices inc and any copyright holders and contributors as is in its current condition and without any representations guarantee or warranty of any kind or in any way related to support indemnity error free or uninterrupted operation or that it is free from defects or viruses,,,,,,,,,,,,
9,all obligations are hereby disclaimed   whether express implied or statutory   including but not limited to any implied warranties of title merchantability fitness for a particular purpose accuracy completeness operability quality of service or non infringement,,,,,,,,,,,,
10,in no event shall advanced micro devices inc or any copyright holders or contributors be liable for any direct indirect incidental special punitive exemplary or consequential damages including but not limited to procurement of substitute goods or services loss of use revenue data or profits or business interruption however caused or based on any theory of liability arising in any way related to this material even if advised of the possibility of such damage,,,,,,,,,,,,
11,the entire and aggregate liability of advanced micro devices inc and any copyright holders and contributors shall not exceed ten dollars us $1000,,,,,,,,,,,,
12,anyone redistributing or accessing or using this material accepts this allocation of risk and agrees to release advanced micro devices inc and any copyright holders and contributors from any and all liabilities obligations claims or demands in excess of ten dollars us $1000,,,,,,,,,,,,
13,the foregoing are essential terms of this license and if any of these terms are construed as unenforceable fail in essential purpose or become void or detrimental to advanced micro devices inc or any copyright holders or contributors for any reason then all rights to redistribute access or use this material shall terminate immediately,,,,,,,,,,,,
14,moreover the foregoing shall survive any expiration or termination of this license or any agreement or access or use related to this material,,,,,,,,,,,,
15,notice is hereby provided and by redistributing or accessing or using this material such notice is acknowledged that this material may be subject to restrictions under the laws and regulations of the united states or other countries which include but are not limited to us,,,,,,,,,,,,
16,export control laws such as the export administration regulations and national security controls as defined thereunder as well as state department controls under the us,,,,,,,,,,,,
17,this material may not be used released transferred imported exported and or re  exported in any manner prohibited under any applicable laws including us,,,,,,,,,,,,
18,export control laws regarding specifically designated persons countries and nationals of countries subject to national security controls,,,,,,,,,,,,
19,moreover the foregoing shall survive any expiration or termination of any license or agreement or access or use related to this material,,,,,,,,,,,,
20,this license forms the entire agreement regarding the subject matter hereof and supersedes all proposals and prior discussions and writings between the parties with respect thereto,,,,,,,,,,,,
21,this license does not affect any ownership rights title or interest in or relating to this material,,,,,,,,,,,,
22,no terms of this license can be modified or waived and no breach of this license can be excused unless done so in a writing signed by all affected parties,,,,,,,,,,,,
23,if any term of this license is determined to be or becomes unenforceable or illegal such term shall be reformed to the minimum extent necessary in order for this license to remain in effect in accordance with its terms as modified by such reformation,,,,,,,,,,,,
24,this license shall be governed by and construed in accordance with the laws of the state of texas without regard to rules on conflicts of law of any state or jurisdiction or the united nations convention on the international sale of goods,,,,,,,,,,,,
