id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,the csla net framework is copyright 2013 by marimer llc,,,,,,,,,,,,
2,you can use this software for any noncommercial purpose including distributing derivative works,,,,,,,,,,,,
3,you can use this software for any commercial purpose other than you may not use it in whole or in part to create a commercial framework product,,,,,,,,,,,,
4,in short you can use csla net and modify it to create other commercial or business software you just cant take the framework itself modify it and sell it as a product,,,,,,,,,,,,
5,in return the owner simply requires that you agree this software license agreement agreement is effective upon your use of csla net software,,,,,,,,,,,,
6,the csla net framework is copyright 2013 by marimer llc eden prairie mn usa,,,,,,,,,,,,
7,you must not remove any copyright notices from the software source code,,,,,,,,,,,,
8,the owner hereby grants a perpetual non exclusive limited license to use the software as set forth in this agreement,,,,,,,,,,,,
9,if you distribute the software in source code form you must do so only under this license ie,,,,,,,,,,,,
10,you must include a complete copy of this license with your distribution,,,,,,,,,,,,
11,you may distribute the software in binary or object form with no requirement to display copyright notices to the end user,,,,,,,,,,,,
12,the binary or object form must retain the copyright notices included in the software source code,,,,,,,,,,,,
13,if you create a software development framework based on the software as a derivative work you may not sell that derivative work,,,,,,,,,,,,
14,this does not restrict the use of the software for creation of other types of non commercial or commercial applications or derivative works,,,,,,,,,,,,
15,this means no express implied statutory or other warranty including without limitation warranties of merchantability or fitness for a particular purpose noninfringement or the presence or absence of errors whether or not discoverable,,,,,,,,,,,,
16,you and your distributees use this software at your own risk,,,,,,,,,,,,
17,also you must pass this disclaimer on whenever you distribute the software,,,,,,,,,,,,
18,neither marimer llc nor any contributor to the software will be liable for any type of direct damages or for any of those types of damages known as indirect special consequential incidental punitive or exemplary related to the software or this license to the maximum extent the law permits no matter what legal theory itâs based on,,,,,,,,,,,,
19,also you must pass this limitation of liability on whenever you distribute the software,,,,,,,,,,,,
20,if you sue anyone over patents that you think may apply to the software for a persons use of the software your license to the software ends automatically,,,,,,,,,,,,
21,the patent rights if any licensed hereunder only apply to the software not to any derivative works you make,,,,,,,,,,,,
22,your rights under this license end automatically if you breach it in any way,,,,,,,,,,,,
23,marimer llc reserves the right to release the software under different license terms or to stop distributing the software at any time,,,,,,,,,,,,
24,such an election will not serve to withdraw this agreement and this agreement will continue in full force and effect unless terminated as stated above,,,,,,,,,,,,
25,this agreement shall be construed and enforced in accordance with the laws of the state of minnesota usa,,,,,,,,,,,,
26,neither this agreement nor any interest in this agreement may be assigned by licensee without the prior express written approval of developer,,,,,,,,,,,,
27,this agreement terminates and supersedes all prior understandings or agreements on the subject matter hereof,,,,,,,,,,,,
28,this agreement may be modified only by a further writing that is duly executed by both parties,,,,,,,,,,,,
29,if any term of this agreement is held by a court of competent jurisdiction to be invalid or unenforceable then this agreement including all of the remaining terms will remain in full force and effect as if such invalid or unenforceable term had never been included,,,,,,,,,,,,
