id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,ecma considers it is desirable that fullest available information should be disclosed to those selecting technology for ecma international standards and those interested in adopting ecma international standards,,,,,,,,,,,,
2,ecma desires to develop standards for which licenses for any essential patents are available on a non discriminatory basis and on reasonable terms and conditions,,,,,,,,,,,,
3,therefore ecma desires that any party participating in a technical committee of ecma international promptly disclose any patent or pending patent application that it believes contain claims that may be required to implement an ecma international standard in accordance with the following provisions,,,,,,,,,,,,
4,if an ecma international standard is developed and a party may own or control a patent or application with claims that are required to implement such ecma international standard three different situations may arise 21 the patent holder is prepared to grant licenses free of charge to other parties on a non discriminatory basis on reasonable terms and conditions,,,,,,,,,,,,
5,negotiations are left to the parties concerned and are performed outside of ecma international,,,,,,,,,,,,
6,22 the patent holder is prepared to grant licenses to other parties on a non discriminatory basis on reasonable terms and conditions,,,,,,,,,,,,
7,negotiations are left to the parties concerned and are performed outside of ecma international,,,,,,,,,,,,
8,for patented technology contributed to and incorporated into a final draft ecma international standard by a patent holder member the patent holder member may select 21 or 22,,,,,,,,,,,,
9,if such patent holder member does not make a selection 22 shall apply,,,,,,,,,,,,
10,23 for patented technology contributed by a party other than the patent holder the patent holder is not prepared to comply with the provisions of either paragraph 21 or paragraph 22,,,,,,,,,,,,
11,whatever case applies 21 22 or 23 the patent holder shall for patents and pending applications it owns or controls that it believes contains claims that may be required to implement the identified draft ecma international standard provide a timely written statement to be filed with the ecma secretary general at the ecma international secretariat using the attached âpatent statement and licensing declaration form for an ecma international standardâ the âformâ available here in word format and here in pdf format,,,,,,,,,,,,
12,any licensing commitment selected will only apply to those claims that end up being required to implement the final ecma international standard,,,,,,,,,,,,
13,31 in the event the patent holder selects per paragraph 21 and 22 the patent holder may identify specific patents associated with box 1 or box 2 of the form,,,,,,,,,,,,
14,if an ecma member does not identify specific patents on the list the designated licensing commitment will apply to all of the ecma members claims in patents and pending applications it owns or controls that end up being required to implement the finalized standard,,,,,,,,,,,,
15,the patent holder may submit multiple forms to document additional patents each form applying to patents associated with one of the boxes,,,,,,,,,,,,
16,a patent holder may re designate as follows box selections cannot be changed except that identified patents may be re designated from box 3 to box 1 or 2 or from box 2 to box 1,,,,,,,,,,,,
17,for licenses executed before a re designation the licensees may continue under the existing license or may request terms in accordance with the re designation,,,,,,,,,,,,
18,32 in the event a patent holder selects per paragraph 23 the patent holder must identify the specific patents it owns or controls and believes are required to implement the ecma standard in a form under box 3,,,,,,,,,,,,
19,33 the form must not include additional provisions conditions or any other clauses that may interpret restrict or vary the terms of the selected box on the form,,,,,,,,,,,,
20,pursuant to article 9 of the ecma international by laws each final draft ecma international standard to be approved shall be submitted two months ahead of a general assembly ga,,,,,,,,,,,,
21,41 each ecma member participating in the development of the proposed standard shall and other ecma members may submit a form at the latest two weeks before the ga if the vote occurs at the ga or the end of the postal voting period if the vote is by mail if they own or control any patents or patent applications that they believe are required to implement such standard,,,,,,,,,,,,
22,for so long as such standard remains an approved ecma international standard the member will be prepared to grant licenses for its essential claims in patents and patent applications in accordance with paragraph 2 above,,,,,,,,,,,,
23,in the event paragraph 23 is selected a patent license may not be available and the technical committee should explore other options,,,,,,,,,,,,
24,42 this policy creates no duty for ecma members to search for any patents or patent applications at any time,,,,,,,,,,,,
25,a memberâs general licensing commitment shall apply to the claims in any patents or patent applications that are required to implement the standard even if such patents are acquired by the member after the standard is finalized,,,,,,,,,,,,
26,if paragraph 21 or 22 is selected a commitment attaches to a standard then the same commitment would automatically apply to future versions of the standard if the same implicated patent claims i are required for implementation of the revised standard and ii are used in a substantially similar manner to a substantially similar extent to achieve a substantially similar result as the same patent claims were used in the prior version for which the member has made a licensing commitment,,,,,,,,,,,,
27,43 an ecma member that has not submitted a form regarding a final draft ecma international standard within the period mentioned in paragraph 41 is obliged to license any claims in patents or patent applications required to implement the standard on a reasonable and non discriminatory basis,,,,,,,,,,,,
28,anybody may disclose in written form identifying the title and patent information another partyâs patents and applications that it reasonably believes may be required to implement an ecma standard,,,,,,,,,,,,
29,such disclosure is not an assertion that such patents or applications are required for the ecma standard but is provided for informational purposes,,,,,,,,,,,,
30,the ecma secretary general will as feasible send a form to each such potential patent holder,,,,,,,,,,,,
31,a non member may submit a form to the ecma secretary general that lists the non memberâs patents and applications that it believes may be essential to a draft or final ecma standard and select one of the options described above in paragraph 2,,,,,,,,,,,,
32,ecma international shall not provide legal opinions about evidence validity or enforceability of patents or whether a claim is required to implement a standard,,,,,,,,,,,,
33,accordingly in instances where a patent or pending patent application is disclosed to the ecma secretary general and it is not subject to a license commitment in accordance with boxes 1 or 2 of the form approval and publication of a proposed standard is authorized if 2 3 of the ga by vote in person or via letter ballot support proceeding with the standard notwithstanding possible uncommitted patents and patent applications of ecma members or non members,,,,,,,,,,,,
34,as a condition to proceeding the ecma secretary general must provide notice of all identified and possibly uncommitted patents or patent applications and their disposal if any i to the voting members at least 10 days before the vote on the standard will be completed and ii to the public if and when the standard is published as final,,,,,,,,,,,,
35,if a patent or pending patent application that is not subject to a license commitment in accordance with boxes 1 or 2 of the form is disclosed to the ecma secretary general after an ecma international standard has been approved the process of paragraph 6 shall be followed to determine if the standard shall be continued withdrawn or modified,,,,,,,,,,,,
