id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,you should carefully read the following terms and conditions before using the chartdirector software,,,,,,,,,,,,
2,your use of the chartdirector software indicates your acceptance of this license agreement,,,,,,,,,,,,
3,do not use the chartdirector software if you do not agree with this license agreement,,,,,,,,,,,,
4,disclaimer of warranty the chartdirector software and the accompanying files are distributed and licensed as is,,,,,,,,,,,,
5,advanced software engineering limited disclaims all warranties either express or implied including but not limited to implied warranties of merchantability and fitness for a particular purpose,,,,,,,,,,,,
6,should the chartdirector software prove defective the licensee assumes the risk of paying the entire cost of all necessary servicing repair or correction and any incidental or consequential damages,,,,,,,,,,,,
7,in no event will advanced software engineering limited be liable for any damages whatsoever including without limitation damages for loss of business profits business interruption loss of business information and the like arising out of the use or the inability to use the chartdirector software even if advanced software engineering limited has been advised of the possibility of such damages,,,,,,,,,,,,
8,intellectual property the chartdirector software is protected by copyright laws and international copyright treaties as well as other intellectual property laws and treaties,,,,,,,,,,,,
9,title to the chartdirector software shall at all times remain with advanced software engineering limited,,,,,,,,,,,,
10,you agree not to modify decompile reverse engineer disassemble or otherwise attempt to derive source code from the chartdirector software,,,,,,,,,,,,
11,trial version the trial version of the chartdirector software will produce yellow banner messages at the bottom of the chart images generated by it,,,,,,,,,,,,
12,you agree to not remove obscure or alter this message,,,,,,,,,,,,
13,subjected to the conditions in this license agreement you may use the unmodified trial version of the chartdirector software without charge,,,,,,,,,,,,
14,you may redistribute the unmodified trial version of the chartdirector software provided you do not charge for it,,,,,,,,,,,,
15,you may embed the unmodified trial version of the chartdirector software or part of it in a product and distribute the product provided you do not charge for the product,,,,,,,,,,,,
16,if you do not want the yellow banner messages appearing in the charts or you want to embed the chartdirector software or part of it in a product that is not free you must purchase a commercial license to use the chartdirector software from advanced software engineering limited,,,,,,,,,,,,
17,please refer to advanced software engineerings web site at wwwadvsoftengcom for details,,,,,,,,,,,,
18,credits the chartdirector software is developed using code from the independent jpeg group and the freetype team,,,,,,,,,,,,
19,any software that is derived from the chartdirector software must include the following text in its documentation,,,,,,,,,,,,
20,this applies to both the trial version of the chartdirector software and to the commercial version of the chartdirector software,,,,,,,,,,,,
