id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,net framework deployment microsoft net framework redistributable eula important read carefullyâthese microsoft corporation microsoft operating system components including any online or electronic documentation os components are subject to the terms and conditions of the agreement under which you have licensed the applicable microsoft operating system product os product described below each an end user license agreement or eula and the terms and conditions of this supplemental eula,,,,,,,,,,,,
2,by installing copying or otherwise using the os components you agree to be bound by the terms and conditions of the applicable os product eula and this supplemental eula,,,,,,,,,,,,
3,if you do not agree to these terms and conditions do not install copy or use the os components,,,,,,,,,,,,
4,note if you do not have a valid eula for any os product microsoft windows 98 windows me windows nt 40 desktop edition windows 2000 operating system windows xp professional and or windows xp home edition you are not authorized to install copy or otherwise use the os components and you have no rights under this supplemental eula,,,,,,,,,,,,
5,capitalized terms used in this supplemental eula and not otherwise defined herein shall have the meanings assigned to them in the applicable os product eula,,,,,,,,,,,,
6,the os components are provided to you by microsoft to update supplement or replace existing functionality of the applicable os product microsoft grants you a license to use the os components under the terms and conditions of the os product eula for the applicable os product which are hereby incorporated by reference and the terms and conditions set forth in this supplemental eula provided that you comply with all such terms and conditions,,,,,,,,,,,,
7,to the extent that any terms in this supplemental eula conflict with terms in the applicable os product eula the terms of this supplemental eula control solely with respect to the os components,,,,,,,,,,,,
8,if you have multiple validly licensed copies of the applicable os products you may reproduce install and use one copy of the os components as part of such applicable os products on all of your computers running validly licensed copies of the os products provided that you use such additional copies of the os components in accordance with the terms and conditions above,,,,,,,,,,,,
9,you may conduct internal benchmark testing of the net framework component of the os components net component,,,,,,,,,,,,
10,you may disclose the results of any benchmark test of the net component provided that you comply with the following terms 1 you must disclose all the information necessary for replication of the tests including complete and accurate details of your benchmark testing methodology the test scripts cases tuning parameters applied hardware and software platforms tested the name and version number of any third party testing tool used to conduct the testing and complete source code for the benchmark suite harness that is developed by or for you and used to test both the net component and the competing implementations 2 you must disclose the dates that you conducted the benchmark tests along with specific version information for all microsoft software products tested including the net component 3 your benchmark testing was performed using all performance tuning and best practice guidance set forth in the product documentation and or on microsofts support web sites and uses the latest updates patches and fixes available for the net component and the relevant microsoft operating system 4 it shall be sufficient if you make the disclosures provided for above at a publicly available location such as a website so long as every public disclosure of the results of your benchmark test expressly identifies the public site containing all required disclosures and 5 nothing in this provision shall be deemed to waive any other right that you may have to conduct benchmark testing,,,,,,,,,,,,
11,the foregoing obligations shall not apply to your disclosure of the results of any customized benchmark test of the net component whereby such disclosure is made under confidentiality in conjunction with a bid request by a prospective customer such customers applications are specifically tested and the results are only disclosed to such specific customer,,,,,,,,,,,,
12,notwithstanding any other agreement you may have with microsoft if you disclose such benchmark test results microsoft shall have the right to disclose the results of benchmark tests it conducts of your products that compete with the net component provided it complies with the same conditions above,,,,,,,,,,,,
13,microsoft retains all right title and interest in and to the os components,,,,,,,,,,,,
14,all rights not expressly granted are reserved by microsoft,,,,,,,,,,,,
15,if the applicable os product was licensed to you by microsoft or any of its wholly owned subsidiaries the limited warranty if any included in the applicable os product eula applies to the os components provided the os components have been licensed by you within the term of the limited warranty in the applicable os product eula,,,,,,,,,,,,
16,however this supplemental eula does not extend the time period for which the limited warranty is provided,,,,,,,,,,,,
17,if the applicable os product was licensed to you by an entity other than microsoft or any of its wholly owned subsidiaries microsoft disclaims all warranties with respect to the os components as follows disclaimer of warranties,,,,,,,,,,,,
18,to the maximum extent permitted by applicable law microsoft and its suppliers provide to you the os components and any if any support services related to the os components support services as is and with all faults and microsoft and its suppliers hereby disclaim with respect to the os components and support services all warranties and conditions whether express implied or statutory including but not limited to any if any warranties or conditions of or related to title non infringement merchantability fitness for a particular purpose lack of viruses accuracy or completeness of responses results lack of negligence or lack of workmanlike effort quiet enjoyment quiet possession and correspondence to description,,,,,,,,,,,,
19,the entire risk arising out of use or performance of the os components and any support services remains with you,,,,,,,,,,,,
20,to the maximum extent permitted by applicable law in no event shall microsoft or its suppliers be liable for any special incidental indirect or consequential damages whatsoever including but not limited to damages for loss of profits loss of confidential or other information business interruption personal injury loss of privacy failure to meet any duty including of good faith or of reasonable care negligence and any other pecuniary or other loss whatsoever arising out of or in any way related to the use of or inability to use the os components or the support services or the provision of or failure to provide support services or otherwise under or in connection with any provision of this supplemental eula even if microsoft or any supplier has been advised of the possibility of such damages,,,,,,,,,,,,
21,notwithstanding any damages that you might incur for any reason whatsoever including without limitation all damages referenced above and all direct or general damages the entire liability of microsoft and any of its suppliers under any provision of this supplemental eula and your exclusive remedy for all of the foregoing shall be limited to the greater of the amount actually paid by you for the os components or us$500,,,,,,,,,,,,
22,the foregoing limitations exclusions and disclaimers shall apply to the maximum extent permitted by applicable law even if any remedy fails its essential purpose,,,,,,,,,,,,
