id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,free software licensing agreement cecill notice        this agreement is a free software license that is the result of discussions between its authors in order to ensure compliance with the two main principles guiding its drafting   firstly its conformity with french law both as regards the law of torts and intellectual property law and the protection that it offers to authors and the holders of economic rights over software,,,,,,,,,,,,
2,  secondly compliance with the principles for the distribution of free software access to source codes extended user rights,,,,,,,,,,,,
3,the following bodies are the authors of this license cecill ce  cea c  cnrs i  inria ll  logiciel libre commissariat â¡ lenergie atomique   cea a public scientific technical and industrial establishment having its principal place of business at 31 33 rue de la fãdãration 75752 paris cedex 15 france,,,,,,,,,,,,
4,centre national de la recherche scientifique   cnrs a public scientific and technological establishment having its principal place of business at 3 rue michel ange 75794 paris cedex 16 france,,,,,,,,,,,,
5,institut national de recherche en informatique et en automatique   inria a public scientific and technological establishment having its principal place of business at domaine de voluceau rocquencourt bp 105 78153 le chesnay cedex,,,,,,,,,,,,
6,article 2   purpose                     the purpose of the agreement is to enable the licensor to grant the licensee a free non exclusive transferable and worldwide license for the software as set forth in article 5 hereinafter for the whole term of protection of the rights over said software,,,,,,,,,,,,
7,the licensee shall be deemed as having accepted the terms and conditions of this agreement by the occurrence of the first of the following events   i loading the software by any or all means notably by downloading from a remote server or by loading from a physical medium   ii the first time the licensee exercises any of the rights granted hereunder,,,,,,,,,,,,
8,one copy of the agreement containing a notice relating to the specific nature of the software to the limited warranty and to the limitation to use by experienced users has been provided to the licensee prior to its acceptance as set forth in article 31 hereinabove and the licensee hereby acknowledges that it is aware thereof,,,,,,,,,,,,
9,effective date the agreement shall become effective on the date when it is accepted by the licensee as set forth in article 31,,,,,,,,,,,,
10,term the agreement shall remain in force during the whole legal term of protection of the economic rights over the software,,,,,,,,,,,,
11,article 5   scope of the rights granted                                         the licensor hereby grants to the licensee that accepts such the following rights as regards the software for any or all use and for the term of the agreement on the basis of the terms and conditions set forth hereinafter,,,,,,,,,,,,
12,otherwise the licensor grants to the licensee free of charge exploitation rights on the patents he holds on whole or part of the inventions implemented in the software,,,,,,,,,,,,
13,rights of use the licensee is authorized to use the software unrestrictedly as regards the fields of application with it being hereinafter specified that this relates to   permanent or temporary reproduction of all or part of the software by any or all means and in any or all form,,,,,,,,,,,,
14,  loading displaying running or storing the software on any or all medium,,,,,,,,,,,,
15,  entitlement to observe study or test the operation thereof so as to establish the ideas and principles that form the basis for any or all constituent elements of said software,,,,,,,,,,,,
16,this shall apply when the licensee carries out any or all loading displaying running transmission or storage operation as regards the software that it is entitled to carry out hereunder,,,,,,,,,,,,
17,52 entitlement to make contributions the right to make contributions includes the right to translate adapt arrange or make any or all modification to the software and the right to reproduce the resulting software,,,,,,,,,,,,
18,the licensee is authorized to make any or all contribution to the software provided that it explicitly mentions its name as the author of said contribution and the date of the development thereof,,,,,,,,,,,,
19,distribution and publication rights in particular the right of distribution and publication includes the right to transmit and communicate the software to the general public on any or all medium and by any or all means and the right to market either in consideration of a fee or free of charge a copy or copies of the software by means of any or all process,,,,,,,,,,,,
20,the licensee is further authorized to redistribute copies of the modified or unmodified software to third parties according to the terms and conditions set forth hereinafter,,,,,,,,,,,,
21,redistribution of software without modification the licensee is authorized to redistribute true copies of the software in source code or object code form provided that said redistribution complies with all the provisions of the agreement and is accompanied by   a copy of the agreement   a notice relating to the limitation of both the licensors warranty and liability as set forth in articles 8 and 9 and that in the event that only the softwares object code is redistributed the licensee allows future licensees unhindered access to the softwares full source code by providing them with the terms and conditions for access thereto it being understood that the additional cost of acquiring the source code shall not exceed the cost of transferring the data,,,,,,,,,,,,
22,redistribution of modified software when the licensee makes a contribution to the software the terms and conditions for the redistribution of the modified software shall then be subject to all the provisions hereof,,,,,,,,,,,,
23,the licensee is authorized to redistribute the modified software in source code or object code form provided that said redistribution complies with all the provisions of the agreement and is accompanied by   a copy of the agreement   a notice relating to the limitation of both the licensors warranty and liability as set forth in articles 8 and 9 and that in the event that only the modified softwares object code is redistributed the licensee allows future licensees unhindered access to the modified softwares full source code by providing them with the terms and conditions for access thereto it being understood that the additional cost of acquiring the source code shall not exceed the cost of transferring the data,,,,,,,,,,,,
24,533 redistribution of dynamic modules when the licensee has developed a dynamic module the terms and conditions hereof do not apply to said dynamic module that may be distributed under a separate licensing agreement,,,,,,,,,,,,
25,compatibility with the gpl license in the event that the modified or unmodified software is included in a code that is subject to the provisions of the gpl license the licensee is authorized to redistribute the whole under the gpl license,,,,,,,,,,,,
26,in the event that the modified software includes a code that is subject to the provisions of the gpl license the licensee is authorized to redistribute the modified software under the gpl license,,,,,,,,,,,,
27,over the initial software the holder owns the economic rights over the initial software,,,,,,,,,,,,
28,any or all use of the initial software is subject to compliance with the terms and conditions under which the holder has elected to distribute its work and no one shall be entitled to and it shall have sole entitlement to modify the terms and conditions for the distribution of said initial software,,,,,,,,,,,,
29,the holder undertakes to maintain the distribution of the initial software under the conditions of the agreement for the duration set forth in article 42 62,,,,,,,,,,,,
30,over the contributions the intellectual property rights over the contributions belong to the holder of the economic rights as designated by effective legislation,,,,,,,,,,,,
31,over the dynamic modules the licensee having developed a dynamic module is the holder of the intellectual property rights over said dynamic module and is free to choose the agreement that shall govern its distribution,,,,,,,,,,,,
32,the licensee expressly undertakes   not to remove or modify in any or all manner the intellectual property notices affixed to the software   to reproduce said notices in an identical manner in the copies of the software,,,,,,,,,,,,
33,the licensee undertakes not to directly or indirectly infringe the intellectual property rights of the holder and or contributors and to take where applicable vis â¡ vis its staff any or all measures required to ensure respect for said intellectual property rights of the holder and or contributors,,,,,,,,,,,,
34,under no circumstances shall the agreement oblige the licensor to provide technical assistance or maintenance services for the software,,,,,,,,,,,,
35,however the licensor is entitled to offer this type of service,,,,,,,,,,,,
36,the terms and conditions of such technical assistance and or such maintenance shall then be set forth in a separate instrument,,,,,,,,,,,,
37,only the licensor offering said maintenance and or technical assistance services shall incur liability therefor,,,,,,,,,,,,
38,similarly any or all licensor shall be entitled to offer to its licensees under its own responsibility a warranty that shall only be binding upon itself for the redistribution of the software and or the modified software under terms and conditions that it shall decide upon itself,,,,,,,,,,,,
39,said warranty and the financial terms and conditions of its application shall be subject to a separate instrument executed between the licensor and the licensee,,,,,,,,,,,,
