id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,these license terms are an agreement between microsoft corporation or based on where you live one of its affiliates and you,0,0,0,0,0,0,0,0,0,0,0,0
2,they apply to the software named above which includes the media on which you received it if any,0,0,0,0,0,0,0,0,0,0,0,0
3,the terms also apply to any microsoft updates supplements internet based services and support services for this software unless other terms accompany those items,0,0,0,0,0,0,0,0,0,0,0,0
4,you may choose not to accept these terms in which case you may not use the software if you have not already installed it or withdraw your acceptance any time by uninstalling the software,0,0,0,0,0,0,0,0,0,0,0,0
5,if you comply with these license terms you have the rights below,0,0,0,0,0,0,0,0,0,0,0,0
6,you may install and use any number of copies of the software on your devices to design develop and test your programs,0,0,0,0,0,0,0,0,0,0,0,0
7,the software includes other microsoft sql server technologies microsoft visual studio 2015 shell isolated redistributable package microsoft visual studio 2015 shell integrated redistributable package microsoft visual studio tools for applications 2015 net framework visual c++ redistributable for visual studio 2015 and microsoft report viewer 2016 runtime in conjunction with the software licensed here,0,0,0,0,0,0,0,0,0,0,0,0
8,these components are governed by separate agreements and their own product support policies as described in the license terms found in the installation directory for that component or in the licenses folder accompanying the software,0,1,0,0,0,0,0,0,1,0,0,0
9,if you comply with the terms below you may copy and distribute the object code form of the microsoft sql server data tier application framework distributable code in programs you develop and you may permit distributors of your programs to copy and distribute the distributable code as part of those programs,0,1,0,1,0,0,0,0,0,0,0,0
10,for any distributable code you distribute you must add significant primary functionality to it in your programs for any distributable code having a filename extension of lib distribute only the results of running such distributable code through a linker with your program distribute distributable code included in a setup program only as part of that setup program without modification require distributors and external end users to agree to the microsoft license terms included as part of our software setup program display your valid copyright notice on your programs and indemnify defend and hold harmless microsoft from any claims including attorneysÃ¢ÂÂ fees related to the distribution or use of your programs,0,1,0,0,0,0,0,0,0,0,0,0
11,you may not alter any copyright trademark or patent notice in the distributable code use microsoftÃ¢ÂÂs trademarks in your programsÃ¢ÂÂ names or in a way that suggests your programs come from or are endorsed by microsoft distribute distributable code to run on a platform other than the windows platform include distributable code in malicious deceptive or unlawful programs or modify or distribute the source code of any distributable code so that any part of it becomes subject to an excluded license,0,1,1,0,0,0,0,0,0,0,0,0
12,an excluded license is one that requires as a condition of use modification or distribution that the code be disclosed or distributed in source code form or others have the right to modify it,0,1,1,0,0,0,0,0,0,0,0,0
13,it may change or cancel them at any time,0,0,0,0,0,0,0,0,0,0,0,0
14,you may not use these devices in any way that could harm them or impair anyone elseÃ¢ÂÂs use of them,0,0,0,0,0,0,0,0,0,0,0,0
15,you may not use the services to try to gain unauthorized access to any service data account or network by any means,1,0,0,0,0,0,0,0,0,0,0,0
16,the software may include features that retrieve content such as maps images and other data through the bing maps or successor branded application programming interface the bing maps apis,0,0,0,0,0,0,0,0,0,0,0,0
17,the purpose of these features is to create reports displaying data on top of maps aerial and hybrid imagery,0,0,0,0,0,0,0,0,0,0,0,0
18,if these features are included you may use them to create and view dynamic or static documents,0,0,0,0,0,0,0,0,0,0,0,0
19,this may be done only in conjunction with and through methods and means of access integrated in the software,0,0,0,0,0,0,0,0,0,0,0,0
20,you may not otherwise copy store archive or create a database of the content available through the bing maps apis,0,0,0,0,0,0,0,0,0,0,0,0
21,you may not use the following for any purpose even if they are available through the bing maps apis bing maps apis to provide sensor based guidance routing or any road traffic data or birdÃ¢ÂÂs eye imagery or associated metadata,0,0,0,0,0,0,0,0,0,0,0,0
22,your use of bing maps is also governed by the bing maps end user terms of use available at http  gomicrosoftcom ?linkid9710837 and the bing maps privacy statement available at http  gomicrosoftcom fwlink ?linkid248686,0,0,0,0,0,0,0,0,0,0,0,0
23,this software is designed to allow users of sql server integration services ssis to a move data between on premises data stores and microsoft online services and b trigger certain actions in microsoft online services,0,0,0,0,0,0,0,0,0,0,0,0
24,in order to do this the software uses internet protocols to i send data including your own data as designated by you and data about the softwareÃ¢ÂÂs configuration to these services and ii request data including your own data as designated by you and data about the nature and configuration of your microsoft online services from these services,0,1,0,0,0,0,0,0,0,0,0,0
25,once you configure the software to communicate with these services you may not receive separate notices when the software connects to these services,0,0,0,0,0,0,0,0,0,0,0,0
26,if you give feedback about the software to microsoft you give to microsoft without charge the right to use share and commercialize your feedback in any way and for any purpose,0,1,0,0,0,0,0,0,0,0,0,0
27,you also give to third parties without charge any patent rights needed for their products technologies and services to use or interface with any specific parts of a microsoft software or service that includes the feedback,0,0,0,0,0,0,0,0,0,0,0,0
28,you will not give feedback that is subject to a license that requires microsoft to license its software or documentation to third parties because we include your feedback in them,0,0,0,0,0,0,0,0,1,0,0,0
29,the software may include third party components with separate legal notices or governed by other agreements as may be described in the thirdpartynotices file accompanying the software,0,0,0,0,0,0,0,0,0,0,0,0
30,even if such components are governed by other agreements the disclaimers and the limitations on and exclusions of damages below also apply,0,0,0,0,0,0,0,0,0,0,0,0
31,the license terms for windows apply to your use of the net framework software,0,0,0,0,0,0,0,0,0,0,0,0
32,this agreement only gives you some rights to use the software,0,0,0,0,0,0,0,0,0,0,0,0
33,unless applicable law gives you more rights despite this limitation you may use the software only as expressly permitted in this agreement,0,0,0,1,0,0,0,0,0,0,0,0
34,in doing so you must comply with any technical limitations in the software that only allow you to use it in certain ways,0,0,0,0,0,0,0,0,0,0,0,0
35,you may not disclose the results of any benchmark tests of the software other than the microsoft net framework see separate term above to any third party without microsoftÃ¢ÂÂs prior written approval work around any technical limitations in the software reverse engineer decompile or disassemble the software except and only to the extent that applicable law expressly permits despite this limitation make more copies of the software than specified in this agreement or allowed by applicable law despite this limitation publish the software for others to copy rent lease or lend the software transfer the software or this agreement to any third party or use the software for commercial software hosting services,1,1,1,1,0,0,0,0,0,0,0,0
36,the software is subject to united states export laws and regulations,0,0,0,0,0,0,0,0,0,0,0,0
37,you must comply with all domestic and international export laws and regulations that apply to the software,0,0,0,0,0,0,0,0,0,0,0,0
38,these laws include restrictions on destinations end users and end use,0,0,0,0,0,0,0,0,0,0,0,0
39,the software may install automatic updates which cannot be turned off,0,0,0,0,0,0,0,0,0,0,0,0
40,by using the software you agree to receive automatic updates without any additional notice and permit microsoft to download and install them for you,0,0,0,0,0,0,0,0,0,0,0,0
41,you agree to obtain these updates only from microsoft or microsoft authorized sources,0,1,0,0,0,0,0,0,0,0,0,0
42,if you do not want software updates disconnect your device from the internet or uninstall the software,0,0,0,0,0,0,0,0,0,0,0,0
43,because this software is as is we may not provide support services for it,0,0,0,0,0,0,0,0,0,0,0,0
44,this agreement and the terms for supplements updates internet based services and support services that you use are the entire agreement for the software and support services,0,0,0,0,0,0,0,0,0,0,0,0
45,if you acquired the software in the united states washington state law governs the interpretation of this agreement and applies to claims for breach of it regardless of conflict of laws principles,0,0,0,0,0,0,0,0,0,0,1,0
46,the laws of the state where you live govern all other claims including claims under state consumer protection laws unfair competition laws and in tort,0,0,0,0,0,0,0,0,0,0,0,0
47,if you acquired the software in any other country the laws of that country apply,0,0,0,0,0,0,0,0,0,0,0,0
