id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,international license agreement for non warranted programs part 1   general terms by downloading installing copying accessing or using the program you agree to the terms of this agreement,0,0,0,1,0,0,0,0,0,0,0,0
2,if you are accepting these terms on behalf of another person or a company or other legal entity you represent and warrant that you have full authority to bind that person company or legal entity to these terms,0,0,0,0,0,0,0,0,0,0,0,0
3,if you do not agree to these terms   do not download install copy access or use the program and   promptly return the program and proof of entitlement to the party from whom you acquired it to obtain a refund of the amount you paid,0,1,0,0,0,0,0,0,0,0,0,0
4,if you downloaded the program contact the party from whom you acquired it,0,0,0,0,0,0,0,0,0,0,0,0
5,ibm is international business machines corporation or one of its subsidiaries,1,0,0,0,0,0,0,0,0,0,0,0
6,license information li is a document that provides information specific to a program,0,0,0,0,0,0,0,0,0,0,0,0
7,the programs li is available at http  wwwibmcom software sla  ,0,0,0,0,0,0,0,0,0,0,0,0
8,the li may also be found in a file in the programs directory by the use of a system command or as a booklet which accompanies the program,0,0,0,0,0,0,0,0,0,0,0,0
9,program is the following including the original and all whole or partial copies 1 machine readable instructions and data 2 components 3 audio visual content such as images text recordings or pictures 4 related licensed materials and 5 license use documents or keys and documentation,0,1,0,0,0,0,0,0,0,0,0,0
10,a proof of entitlement poe is evidence of your authorization to use a program at a specified level,0,0,0,0,0,0,0,0,0,0,0,0
11,that level may be measured for example by the number of processors or users,0,0,0,0,0,0,0,0,0,0,0,0
12,the poe is also evidence of your eligibility for future upgrade prices if any and potential special or promotional opportunities,0,0,0,0,0,0,0,0,0,0,0,0
13,if ibm does not provide you with a poe then ibm may accept the original paid sales receipt or other sales record from the party either ibm or its reseller from whom you acquired the program provided that it specifies the name of the program and the usage level acquired,0,0,0,0,0,0,0,0,0,0,0,0
14,you and your refer either to an individual person or to a single legal entity,0,0,0,0,0,0,0,0,0,0,0,0
15,this agreement includes part 1   general terms part 2   country unique terms if any license information and proof of entitlement and is the complete agreement between you and ibm regarding the use of the program,0,0,0,0,0,0,0,0,0,0,0,0
16,it replaces any prior oral or written communications between you and ibm concerning your use of the program,0,0,0,0,0,0,0,0,0,0,0,0
17,the terms of part 2 and license information may replace or modify those of part 1,0,0,0,0,0,0,0,0,0,0,0,0
18,to the extent there is a conflict between the terms of this agreement and those of the ibm international passport advantage agreement the terms of the latter agreement prevail,0,0,0,0,0,0,0,0,1,0,0,0
19,entitlement license the program is owned by ibm or an ibm supplier and is copyrighted and licensed not sold,0,0,0,0,0,0,0,0,0,0,0,0
20,ibm grants you a nonexclusive license to use the program when you lawfully acquire it,0,0,0,0,0,0,0,0,0,0,0,0
21,you may 1 use the program up to the level of use specified in the poe and 2 make and install copies including a backup copy to support such use,0,0,0,1,0,0,0,0,0,0,0,0
22,the terms of this license apply to each copy you make,0,0,0,0,0,0,0,0,0,0,0,0
23,you will reproduce all copyright notices and all other legends of ownership on each copy or partial copy of the program,0,1,0,0,0,0,0,1,0,0,0,0
24,if you acquire the program as a program upgrade after you install the upgrade you may not use the program from which you upgraded or transfer it to another party,0,0,0,0,0,0,0,0,0,0,0,0
25,you will ensure that anyone who uses the program accessed either locally or remotely does so only for your authorized use and complies with the terms of this agreement,0,0,0,0,0,0,0,0,0,0,0,0
26,you may not 1 use copy modify or distribute the program except as provided in this agreement 2 reverse assemble reverse compile or otherwise translate the program except as specifically permitted by law without the possibility of contractual waiver or 3 sublicense rent or lease the program,0,1,1,1,0,0,0,0,0,0,0,0
27,ibm may terminate your license if you fail to comply with the terms of this agreement,0,0,0,0,0,0,0,0,1,0,0,0
28,if ibm does so you must destroy all copies of the program and its poe,0,0,0,0,0,0,0,0,0,0,0,0
29,money back guarantee if for any reason you are dissatisfied with the program and you are the original licensee you may obtain a refund of the amount you paid for it if within 30 days of your invoice date you return the program and its poe to the party from whom you obtained it,0,0,0,0,0,0,0,0,0,0,0,0
30,if you downloaded the program you may contact the party from whom you acquired it for instructions on how to obtain the refund,0,0,0,0,0,0,0,0,0,0,0,0
31,program transfer you may transfer a program and all of your license rights and obligations to another party only if that party agrees to the terms of this agreement,0,0,0,0,0,0,0,0,0,0,0,0
32,when you transfer the program you must also transfer a copy of this agreement including the programs poe,0,0,0,0,0,0,0,1,0,0,0,0
33,after the transfer you may not use the program,0,0,0,0,0,0,0,0,0,0,0,0
34,charges the amount payable for a program license is a one time charge,0,0,0,0,0,0,0,0,0,0,1,1
35,one time charges are based on the level of use acquired which is specified in the poe,0,0,0,0,0,0,0,0,0,0,0,0
36,ibm does not give credits or refunds for charges already due or paid except as specified elsewhere in this agreement,0,0,0,0,0,0,0,0,0,0,0,0
37,if you wish to increase the level of use notify ibm or the party from whom you acquired it and pay any applicable charges,0,0,0,0,0,0,0,0,0,0,0,0
38,if any authority imposes a duty tax levy or fee excluding those based on ibms net income upon the program then you agree to pay the amount specified or supply exemption documentation,0,0,0,0,0,0,0,0,0,0,0,0
39,you are responsible for any personal property taxes for the program from the date that you acquire it,1,0,0,0,0,0,0,0,0,0,0,0
40,no warranty subject to any statutory warranties which can not be excluded ibm makes no warranties or conditions either express or implied including but not limited to the implied warranties or conditions of merchantability fitness for a particular purpose and non infringement regarding the program or technical support if any,0,0,0,0,0,0,0,0,0,0,0,1
41,the exclusion also applies to any of ibms program developers and suppliers,0,0,0,0,0,0,0,0,0,0,0,0
42,manufacturers suppliers or publishers of non ibm programs may provide their own warranties,0,0,0,0,0,0,0,0,0,0,0,0
43,ibm does not provide technical support unless ibm specifies otherwise,0,0,0,0,0,0,0,0,0,0,0,0
44,limitation of liability circumstances may arise where because of a default on ibms part or other liability you are entitled to recover damages from ibm,0,0,0,0,0,0,0,0,0,0,1,0
45,in each such instance regardless of the basis on which you may be entitled to claim damages from ibm including fundamental breach negligence misrepresentation or other contract or tort claim ibm is liable for no more than 1 damages for bodily injury including death and damage to real property and tangible personal property and 2 the amount of any other actual direct damages up to the charges for the program that is the subject of the claim,0,0,0,0,0,0,0,0,0,0,1,0
46,this limitation of liability also applies to ibms program developers and suppliers,0,0,0,0,0,0,0,0,0,0,0,0
47,it is the maximum for which they and ibm are collectively responsible,0,0,0,0,0,0,0,0,0,0,0,0
48,under no circumstances is ibm its program developers or suppliers liable for any of the following even if informed of their possibility 1,0,0,0,0,0,0,0,0,0,0,1,0
49,special incidental or indirect damages or for any economic consequential damages or 3,0,0,0,0,0,0,0,0,0,0,1,0
50,some jurisdictions do not allow the exclusion or limitation of incidental or consequential damages so the above limitation or exclusion may not apply to you,0,0,0,0,0,0,0,0,0,0,1,0
51,nothing in this agreement affects any statutory rights of consumers that cannot be waived or limited by contract,0,0,0,0,0,0,0,0,0,0,1,0
52,in the event that any provision of this agreement is held to be invalid or unenforceable the remaining provisions of this agreement remain in full force and effect,0,0,0,0,0,0,0,0,0,0,0,0
53,you agree to comply with all applicable export and import laws and regulations,0,0,0,0,0,0,0,0,1,0,1,0
54,you agree to allow ibm to store and use your contact information including names phone numbers and e mail addresses anywhere they do business,0,0,0,0,0,0,0,0,0,0,0,0
55,such information will be processed and used in connection with our business relationship and may be provided to contractors business partners and assignees of ibm for uses consistent with their collective business activities including communicating with you for example for processing orders for promotions and for market research,1,0,0,0,0,0,0,0,0,0,0,0
56,neither you nor ibm will bring a legal action under this agreement more than two years after the cause of action arose unless otherwise provided by local law without the possibility of contractual waiver or limitation,0,0,0,0,0,0,0,0,0,0,1,0
57,neither you nor ibm is responsible for failure to fulfill any obligations due to causes beyond its control,0,0,0,0,0,0,0,0,0,0,1,0
58,this agreement will not create any right or cause of action for any third party nor will ibm be responsible for any third party claims against you except as permitted by the limitation of liability section above for bodily injury including death or damage to real or tangible personal property for which ibm is legally liable,0,0,0,0,0,0,0,0,0,0,1,0
59,governing law jurisdiction and arbitration governing law both you and ibm consent to the application of the laws of the country in which you acquired the program license to govern interpret and enforce all of your and ibms rights duties and obligations arising from or relating in any manner to the subject matter of this agreement without regard to conflict of law principles,0,0,0,0,0,0,0,0,0,0,0,0
60,the united nations convention on contracts for the international sale of goods does not apply,0,0,0,0,0,0,0,0,0,0,1,0
61,jurisdiction all of our rights duties and obligations are subject to the courts of the country in which you acquired the program license,0,0,0,0,0,0,0,0,0,0,1,0
62,part 2   country unique terms americas argentina governing law jurisdiction and arbitration section 6 the following exception is added to this section any litigation arising from this agreement will be settled exclusively by the ordinary commercial court of the city of buenos aires,0,0,0,0,0,0,0,0,0,0,0,0
63,brazil governing law jurisdiction and arbitration section 6 the following exception is added to this section any litigation arising from this agreement will be settled exclusively by the court of rio de janeiro rj,0,0,0,0,0,0,0,0,0,0,1,0
64,canada general section 5 the following replaces item 7 7,0,0,0,0,0,0,0,0,0,0,0,0
65,this agreement will not create any right or cause of action for any third party nor will ibm be responsible for any third party claims against you except as permitted by the limitation of liability section above for bodily injury including death or physical harm to real or tangible personal property caused by ibms negligence for which ibm is legally liable,0,0,0,0,0,0,0,0,0,0,1,0
66,governing law jurisdiction and arbitration section 6 the phrase the laws of the country in which you acquired the program license in the governing law subsection is replaced by the following the laws in the province of ontario peru limitation of liability section 4 the following is added at the end of this section in accordance with article 1328 of the peruvian civil code the limitations and exclusions specified in this section will not apply to damages caused by ibms willful misconduct dolo or gross negligence culpa inexcusable,0,0,0,0,0,0,0,0,0,0,0,0
67,united states of america general section 5 the following is added to this section us government users restricted rights   use duplication or disclosure restricted by the gsa adp schedule contract with the ibm corporation,0,1,1,0,0,0,0,0,0,0,0,0
