id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,policy general declaration the general assembly of ecma shall not approve recommendations of standards which are covered by patents when such patents will not be licensed by their owners on a reasonable and non discriminatory basis,0,0,0,0,1,0,0,0,0,0,1,0
2,11 in case the proposed standard is covered by issued patents of ecma members only members of the general assembly are asked to state the company licensing policy with respect to these patents,0,0,0,0,1,0,0,0,0,0,0,0
3,12 in case the proposed standard is covered by issued patents by non ecma members a written statement from the patentee is required according to which he is prepared to grant licences on a reasonable non discriminatory basis,0,0,0,0,0,0,0,0,0,0,0,0
4,the general assembly and or the management shall decide in this case which steps must be undertaken in order to obtain such a statement,0,0,0,0,0,0,0,0,0,0,0,0
5,13 in case the proposed standard is covered by patent applications of ecma members which is not known neither during the work of the tc nor at the time of the vote in the general assembly 131 each member of the tcs and or of the general assembly of ecma will determine whether any proposed standard may be covered by any patent for which his company has a pending application if such a patent application exists his continued participation to the relevant committee will imply that such a patent when obtained later will be made available from his company for licensing on a reasonable non discriminatory basis,0,0,0,0,1,0,0,0,0,0,0,0
6,132 each member of the tcs and or of the general assembly of ecma will determine whether any proposed standard may be covered by any patent for which his company has a pending application if such a patent application exists the favourable vote of the company to the general assembly will imply that such a patent when obtained later will be made available from his company for licensing on a reasonable non discriminatory basis,0,0,0,0,1,0,0,0,0,0,0,0
7,14 in case the proposed standard is covered by patent applications of third parties which is not known during the work of the tc nor at the time of the vote in the general assembly in this case practically nothing can be done at the time of the vote,0,0,0,0,0,0,0,0,0,0,0,0
8,when afterwards said patents are issued it should be tried to obtain reasonable non discriminatory licences,0,0,0,0,0,0,0,0,0,0,0,0
9,if this proves to be impossible the standard will have to be cancelled,0,0,0,0,0,0,0,0,0,0,0,0
10,procedure 21 the questions related to protective rights are in the competence of the general assembly of ecma and should not be discussed at the tc level,0,0,0,0,0,0,0,0,0,0,1,0
11,22 each draft standard shall be submitted two months ahead of a general assembly,0,0,0,0,0,0,0,0,0,0,0,0
12,all members are required to state no less than two weeks before the ga or at the end of the postal voting period whether they claim any issued protective rights covering the subject matter of the proposed standard and or have knowledge of such rights of third parties,0,0,0,0,0,0,0,0,0,0,0,0
13,23 replies to this request will be circulated in due time before the general assembly,0,0,0,0,0,0,0,0,0,0,0,0
