id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,solderpad hardware license version 051 this license is based closely on the apache license version 20 but is not approved or endorsed by the apache foundation,0,0,0,0,0,0,0,0,0,0,0,0
2,a copy of the non modified apache license 20 can be found at http  wwwapacheorg licenses license 20,0,0,0,0,0,0,0,0,0,0,0,0
3,as this license is not currently osi or fsf approved the licensor permits any work licensed under this license at the option of the licensee to be treated as licensed under the apache license version 20 which is so approved,0,0,0,0,0,0,0,0,1,0,0,0
4,this license is licensed under the terms of this license and in particular clause 7 below disclaimer of warranties applies in relation to its use,0,0,0,0,0,0,0,0,1,0,0,0
5,terms and conditions for use reproduction and distribution 2,0,0,0,0,0,0,0,0,0,0,0,0
6,subject to the terms and conditions of this license each contributor hereby grants to you a perpetual worldwide non exclusive no charge royalty free irrevocable license under the rights to reproduce prepare derivative works of publicly display publicly perform sublicense and distribute the work and such derivative works in source or object form and do anything in relation to the work as if the rights did not exist,0,1,1,1,0,0,0,0,0,0,0,0
7,subject to the terms and conditions of this license each contributor hereby grants to you a perpetual worldwide non exclusive no charge royalty free irrevocable except as stated in this section patent license to make have made use offer to sell sell import and otherwise transfer the work where such license applies only to those patent claims licensable by such contributor that are necessarily infringed by their contributions alone or by combination of their contributions with the work to which such contributions was submitted,1,1,1,1,1,0,0,0,0,0,0,0
8,if you institute patent litigation against any entity including a cross claim or counterclaim in a lawsuit alleging that the work or a contribution incorporated within the work constitutes direct or contributory patent infringement then any patent licenses granted to you under this license for that work shall terminate as of the date such litigation is filed,0,0,0,0,1,0,0,0,0,0,0,0
9,you may reproduce and distribute copies of the work or derivative works thereof in any medium with or without modifications and in source or object form provided that you meet the following conditions 1,0,1,1,0,0,0,0,0,0,0,0,0
10,you must give any other recipients of the work or derivative works a copy of this license and 2,0,0,0,0,0,0,0,1,0,0,0,0
11,you must cause any modified files to carry prominent notices stating that you changed the files and 3,0,0,0,0,0,0,0,0,0,1,0,0
12,you must retain in the source form of any derivative works that you distribute all copyright patent trademark and attribution notices from the source form of the work excluding those notices that do not pertain to any part of the derivative works and 4,0,1,0,0,0,0,0,1,0,0,0,0
