id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,adaptec grants to you a non exclusive non transferable worldwide license to copy the software in object code form only combine it with your software and distribute it directly to customers or through your distribution network,0,1,0,0,0,0,0,0,0,0,0,0
2,you shall have no right to grant any license or sublicense to any third party to use the software for any purpose except a sublicense to use and distribute the copy produced and distributed by you,1,0,0,1,0,0,0,0,0,0,0,0
3,you shall have no right to modify all or any part of the software,0,0,0,0,0,0,0,0,0,0,0,0
4,you shall not disassemble decompile or otherwise reverse engineer the software nor permit any third party to do so,0,0,0,0,0,0,0,0,0,0,0,0
5,all rights not expressly granted herein are reserved by adaptec,0,0,0,0,0,0,0,0,0,0,0,0
6,adaptec shall retain all ownership right title and interest in and to all current and hereafter existing revisions of or modifications to the software including all copies made hereunder and all intellectual property rights related thereto,0,1,0,0,0,0,0,0,0,0,0,0
7,all copies of the software made by you shall contain adaptecs copyright notice and you shall not remove any copyright notices contained in the software,0,0,0,0,0,0,0,1,0,0,0,0
8,adaptec makes no warranty of any kind with regard to the software,0,0,0,0,0,0,0,0,0,0,0,1
9,adaptec expressly disclaims any other warranties express or implied including any implied warranties of merchantability and fitness for a particular purpose whether arising in law custom conduct or otherwise,0,0,0,0,0,0,0,0,0,0,0,1
10,in no event shall either party be liable for any loss of profits loss of use consequential special or incidental damages arising under this agreement even if the other party has been advised of the possibility of such damages,0,0,0,0,0,0,0,0,0,0,1,0
11,in no event will any damages attributable to adaptec exceed the amount of payments made to adaptec under this agreement,0,0,0,0,0,0,0,0,0,0,1,0
12,adaptec may terminate this agreement if you violate its terms,0,0,0,0,0,0,0,0,0,0,1,0
13,upon termination you will immediately destroy the software or return all copies of the software to adaptec,0,0,0,0,0,0,0,0,0,0,0,0
14,this agreement shall be governed by the laws of the state of california usa excluding its principles of conflict of laws and the united nations convention on contracts for the sale of goods,0,0,0,0,0,0,0,0,0,0,1,0
15,no supplement or amendment of this agreement shall be binding unless executed in writing by both parties and specifically referencing the supplementing or amendment of this agreement,0,0,0,1,0,0,0,0,0,0,0,0
16,any provision of this agreement found to be illegal or unenforceable shall be deemed severed and the balance of this agreement shall remain in full force and effect,0,0,0,0,0,0,0,0,0,0,1,0
17,neither partys right to require performance of the other partys obligations hereunder shall be affected by any previous waiver forbearance or course of dealing unless or only to the extent of any waiver given in writing,0,0,0,0,0,0,0,0,0,0,1,0
18,failure or delay by either party to exercise any of its rights powers or remedies hereunder shall not constitute a waiver of those rights powers or remedies,0,0,0,0,0,0,0,0,0,0,1,0
19,each party agrees that the software is subject to the us,0,0,0,0,0,0,0,0,0,0,0,0
20,export administration act and export administration regulations as well as applicable import and export regulations of the countries in which each party transacts business,0,1,0,0,0,0,0,0,0,0,0,0
21,each party shall comply with such laws and regulations as well as all other laws and regulations applicable to the software,0,0,0,0,0,0,0,0,0,0,0,0
22,each party agrees that it will not export re export transfer or divert any of the software to any country for which united states laws or regulations require an export license or other governmental approval without first obtaining such license or approval nor will each party export re export transfer or divert any of the software to any restricted place or party in accordance with us export regulations,0,1,0,0,0,0,0,0,0,0,0,0
23,use duplication or disclosure by the government is subject to restrictions as set forth in far52227 14 and dfar252227 7013 et,0,0,0,1,0,0,0,0,0,0,0,0
24,us of the software by the government constitutes acknowledgment of adaptecs proprietary right therein,0,0,0,0,0,0,0,0,0,0,0,0
