id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,stlport license agreement boris fomitchev grants licensee a non exclusive non transferable royalty  free license to use stlport and its documentation without fee,0,1,0,1,0,0,0,0,0,0,0,0
2,by downloading using or copying stlport or any portion thereof licensee agrees to abide by the intellectual property laws and all other applicable laws of the united states of america and to all of the terms and conditions of this agreement,0,0,0,0,0,0,0,0,0,0,0,0
3,licensee shall maintain the following copyright and permission notices on stlport sources and its documentation unchanged  copyright 19992000 boris fomitchev this material is provided as is with absolutely no warranty expressed or implied,0,0,0,0,0,0,0,1,0,0,0,1
4,permission to use or copy this software for any purpose is hereby granted without fee provided the above notices are retained on all copies,1,1,1,1,0,0,0,1,0,0,0,0
5,permission to modify the code and to distribute modified code is granted provided the above notices are retained and a notice that the code was modified is included with the above copyright notice,0,1,1,0,0,0,0,1,0,0,0,0
6,the licensee may distribute binaries compiled with stlport whether original or modified without any royalties or restrictions,0,0,0,0,0,0,0,0,0,0,0,0
7,the licensee may distribute original or modified stlport sources provided that Ã¢ÂÂ¢ the conditions indicated in the above permission notice are met Ã¢ÂÂ¢ the following copyright notices are retained when present and conditions provided in accompanying permission notices are met  copyright 1994 hewlett packard company copyright 199697 silicon graphics computer systems inc,0,1,0,0,0,0,0,1,0,0,0,0
8,permission to use copy modify distribute and sell this software and its documentation for any purpose is hereby granted without fee provided that the above copyright notice appear in all copies and that both that copyright notice and this permission notice appear in supporting documentation,1,1,1,1,0,0,0,1,0,0,0,0
9,hewlett packard company makes no representations about the suitability of this software for any purpose,0,0,0,0,0,0,0,0,0,0,0,0
10,it is provided as is without express or implied warranty,0,0,0,0,0,0,0,0,0,0,0,1
11,permission to use copy modify distribute and sell this software and its documentation for any purpose is hereby granted without fee provided that the above copyright notice appear in all copies and that both that copyright notice and this permission notice appear in supporting documentation,1,1,1,1,0,0,0,1,0,0,0,0
12,silicon graphics makes no representations about the suitability of this software for any purpose,1,0,0,0,0,0,0,0,0,0,0,0
13,it is provided as is without express or implied warranty,0,0,0,0,0,0,0,0,0,0,0,1
14,permission to use copy modify distribute and sell this software and its documentation for any purpose is hereby granted without fee provided that the above copyright notice appear in all copies and that both that copyright notice and this permission notice appear in supporting documentation,1,1,1,1,0,0,0,1,0,0,0,0
15,moscow center for sparc technology makes no representations about the suitability of this software for any purpose,0,0,0,0,0,0,0,0,0,0,0,0
