id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,we reserve the right to update or otherwise make changes to this agreement from time to time on at least thirty 30 daysÃ¢ÂÂ notice which notice we will provide to you by any reasonable means including without limitation by posting the revised version of this agreement on the website located at wwwbugsensecom or such other website as we may designate,0,0,0,0,0,0,0,0,0,0,0,0
2,if you object to the revised version of this agreement you will within such thirty 30 day period notify us of your objection and if you so notify us the revised version will not apply to you,0,0,0,0,0,0,0,0,1,0,0,0
3,instead effective at the end of such thirty 30 day period your existing agreement will terminate you will cease all access to and use of the bugsense sdk and we will have no obligation to further provide the bugsense sdk to you,0,0,0,0,0,0,0,0,0,0,0,0
4,if you do not notify us of your objection during the thirty 30 day period your continued access to and use of the bugsense sdk after the effective date of such revised version of this agreement will be deemed your acceptance of such revised version however changes to this agreement will not apply to any dispute between you and us based on a claim filed before the effective date of the changes,0,0,0,0,0,0,0,0,0,0,0,0
5,you can determine when this agreement was last revised by referring to the last updated or similar legend at the top of this agreement,0,0,0,0,0,0,0,0,1,0,0,0
6,subject to and conditioned on compliance with the terms and conditions of this agreement including without limitation compliance with the obligations regarding the end user requirements defined below bugsense hereby grants you a nonexclusive limited non transferable revocable license without the right to sublicense except as expressly permitted by this section to i install use and copy the bugsense sdk for the purpose of debugging monitoring developing and operating your user app and ii include the bugsense sdk in your user app and distribute to end users directly or indirectly in accordance with your regular distribution channels for the user app the bugsense sdk as contained within your user app,0,1,1,1,0,0,0,0,0,0,0,0
7,for each distribution and copy of your user app that contains the bugsense sdk you will require the applicable end user to enter into a legally binding license agreement with you that at a minimum complies with the following such criteria the end user requirements a limits the license grant to use of the user app by the end user on the applicable mobile devices on a specified mobile platform b disclaims all warranties by and on behalf of and limits all liabilities of bugsense c prohibits decompilation and other reverse engineering of the bugsense sdk d provides that you will protect the privacy and legal rights of end users under all applicable laws and regulations which includes communicating a legally adequate privacy notice e notifies end users that certain information will be made available to you bugsense and other entities and that additional charges eg data usage charges may be incurred by end users eg in the transmission of such information by their mobile service providers f obtains sufficient authorization from end users to transfer such information to you bugsense and other entities and to permit the storage and processing of such information and g otherwise obtains and maintains any required consents from end users to allow bugsense including its service providers to provide or have provided products and services to you including without limitation consent for you bugsense and other entities to access monitor use and disclose end user data,0,1,0,0,1,0,0,0,0,0,0,0
8,except as required by section 4 below in the license agreement with end users and notwithstanding anything to the contrary in this section you will not refer to bugsense by name or with other identifying information instead you will address the end user requirements by referring to your suppliers licensors and service providers or using similar words that refer to bugsense,0,0,0,0,0,0,0,0,1,0,0,0
9,bugsense and or its suppliers licensors and service providers own all worldwide right title and interest in and to the bugsense sdk including all worldwide patent rights copyright rights including those with respect to computer software software design software code software architecture programming tools graphical user interfaces applications programming interfaces reports dashboard business rules use cases screens alerts notifications drawings specifications and databases trade secrets and other rights with respect to confidential or proprietary information know how other rights with respect to inventions discoveries ideas improvements techniques formulae algorithms processes schematics testing procedures technical information and other technology and any other intellectual property and proprietary rights whether or not subject to registration and all rights under any license or other arrangement with respect to the foregoing,0,0,0,0,1,0,0,0,0,0,0,0
10,except as expressly stated in this agreement bugsense does not grant you any license or other rights under or with respect to any intellectual property rights in the bugsense sdk all right title and interest in and to the bugsense sdk not expressly granted in this agreement remain with bugsense and or its suppliers licensors and service providers and no license or other rights with respect to the bugsense sdk or related intellectual property rights shall be implied,0,0,0,0,0,0,0,0,0,0,0,0
11,you may not remove or obscure any copyright trademark confidentiality or any other intellectual property or proprietary rights notices from the bugsense sdk,0,0,0,0,0,1,0,1,0,0,0,0
12,bugsense and related trademarks and service marks including related graphics and logos and trade names used on or in the bugsense sdk are the trademarks of bugsense and you may not use or authorize the use of such trademarks service marks or trade names without our express written permission whether in connection with any products or services or otherwise,0,0,0,0,0,1,0,0,0,0,0,0
13,other trademarks service marks and trade names that may appear on or in the bugsense sdk are the property of their respective owners,0,0,0,0,0,1,0,0,0,0,0,0
14,except as expressly set forth in this agreement we retain all rights to our trademarks and service marks,0,0,0,0,0,0,0,0,0,0,0,0
15,you will at all times access and use the bugsense sdk only in accordance with this agreement and only in accordance with all applicable laws and regulations,0,0,0,0,0,0,0,0,1,0,0,0
16,in all circumstances as a condition to your access to and use of the software you agree that you will not access or use the bugsense sdk for any purpose that is unlawful or in any manner which could damage disable overburden or impair the operation of the software or interfere with any other partyÃ¢ÂÂs use of the bugsense sdk,0,0,0,0,0,0,0,0,0,0,0,0
17,bugsense may take whatever steps we believe are appropriate at our sole discretion to detect and prevent any such activities,0,0,0,0,0,0,0,0,0,0,1,0
18,further bugsense may take whatever steps we believe are appropriate at our sole discretion to enforce or verify compliance with any part of this agreement including without limitation our right to pursue or cooperate with any legal process relating to your use of the bugsense sdk or any third party claim that your use of the bugsense sdk is unlawful or infringes such third partyÃ¢ÂÂs rights,0,0,0,0,0,0,0,0,0,0,0,0
19,except as expressly permitted in this agreement you may not a create any derivative works of or otherwise modify or decompile or otherwise reverse engineer all or any portion of the bugsense sdk except that you may modify portions of the bugsense sdk provided to you in source code form in accordance with and to the extent instructions to modify such portions are set forth in the documentation or b remove circumvent disable damage or otherwise interfere with any security features of the bugsense sdk,0,1,1,1,0,0,0,0,1,0,0,0
20,you agree not to use the bugsense sdk to transmit any protected health data as defined in the us health insurance portability and accountability act of 1996 hipaa as amended by the us health information technology for economic and clinical health act including the hipaa omnibus final rule,0,0,0,0,1,0,0,0,0,0,0,0
21,if you fail to comply with any of the terms and conditions of this agreement your right to use the bugsense sdk automatically terminates,0,0,0,0,0,0,0,0,0,0,0,0
22,further we reserve the right to deny you access to and use of the bugsense sdk if you fail to comply with such terms and condition or if you are the subject of complaints by others,0,0,0,0,0,0,0,0,0,0,0,0
