id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,sysinternals software license terms 09 27 2009 5 minutes to read contributors markruss kent sharkey these license terms are an agreement between sysinternals a wholly owned subsidiary of microsoft corporation and you,0,0,0,0,0,0,0,0,1,0,0,0
2,they apply to the software you are downloading from technetmicrosoftcom sysinternals which includes the media on which you received it if any,0,0,0,0,0,0,0,0,0,0,0,0
3,the terms also apply to any sysinternals updates supplements internet based services and support services for this software unless other terms accompany those items,0,0,0,0,0,0,0,0,0,0,0,0
4,if you do not accept them do not use the software,0,0,0,0,0,0,0,0,0,0,0,0
5,if you comply with these license terms you have the rights below,0,0,0,0,0,0,0,0,0,0,0,0
6,installation and user rights you may install and use any number of copies of the software on your devices,0,0,0,0,0,0,0,0,0,0,0,0
7,scope of license the software is licensed not sold,0,0,0,0,0,0,0,0,0,0,0,0
8,this agreement only gives you some rights to use the software,0,0,0,0,0,0,0,0,0,0,0,0
9,unless applicable law gives you more rights despite this limitation you may use the software only as expressly permitted in this agreement,0,0,0,1,0,0,0,0,0,0,0,0
10,in doing so you must comply with any technical limitations in the software that only allow you to use it in certain ways,0,0,0,0,0,0,0,0,0,0,0,0
11,you may not work around any technical limitations in the software reverse engineer decompile or disassemble the software except and only to the extent that applicable law expressly permits despite this limitation make more copies of the software than specified in this agreement or allowed by applicable law despite this limitation publish the software for others to copy rent lease or lend the software transfer the software or this agreement to any third party or use the software for commercial software hosting services,1,1,1,1,0,0,0,0,0,0,0,0
12,sensitive information please be aware that similar to other debug tools that capture Ã¢ÂÂprocess stateÃ¢ÂÂ information files saved by sysinternals tools may include personally identifiable or other sensitive information such as usernames passwords paths to files accessed and paths to registry accessed,0,0,0,0,0,0,0,0,0,0,0,0
13,by using this software you acknowledge that you are aware of this and take sole responsibility for any personally identifiable or other sensitive information provided to microsoft or any other party through your use of the software,0,0,0,0,0,0,0,0,0,0,0,0
14,documentation any person that has valid access to your computer or internal network may copy and use the documentation for your internal reference purposes,0,0,0,0,0,0,0,0,0,0,0,0
15,export restrictions the software is subject to united states export laws and regulations,0,0,0,0,0,0,0,0,0,0,0,0
16,you must comply with all domestic and international export laws and regulations that apply to the software,0,0,0,0,0,0,0,0,0,0,0,0
17,these laws include restrictions on destinations end users and end use,0,0,0,0,0,0,0,0,0,0,0,0
18,support services because this software is as is we may not provide support services for it,0,0,0,0,0,0,0,0,0,0,0,0
19,entire agreement this agreement and the terms for supplements updates internet based services and support services that you use are the entire agreement for the software and support services,0,0,0,0,0,0,0,0,0,0,0,0
20,if you acquired the software in the united states  washington state law governs the interpretation of this agreement and applies to claims for breach of it regardless of conflict of laws principles,0,0,0,0,0,0,0,0,0,0,0,0
21,the laws of the state where you live govern all other claims including claims under state consumer protection laws unfair competition laws and in tort,0,0,0,0,1,0,0,0,0,0,1,0
22,if you acquired the software in any other country the laws of that country apply,0,0,0,0,0,0,0,0,0,0,0,0
23,you may have other rights under the laws of your country,0,0,0,0,0,0,0,0,0,0,0,0
24,you may also have rights with respect to the party from whom you acquired the software,0,0,0,0,0,0,0,0,0,0,1,0
25,this agreement does not change your rights under the laws of your country if the laws of your country do not permit it to do so,0,0,0,0,0,0,0,0,0,0,1,0
26,disclaimer of warranty the software is licensed as is,0,0,0,0,0,0,0,0,0,0,0,1
27,you may have additional consumer rights under your local laws which this agreement cannot change,0,0,0,0,0,0,0,0,0,0,0,0
28,to the extent permitted under your local laws sysinternals excludes the implied warranties of merchantability fitness for a particular purpose and non infringement,0,0,0,0,0,0,0,0,0,0,0,0
29,limitation on and exclusion of remedies and damages you can recover from sysinternals and its suppliers only direct damages up to us $500,0,0,0,0,0,0,0,0,0,0,1,0
30,you cannot recover any other damages including consequential lost profits special indirect or incidental damages,0,0,0,0,0,0,0,0,0,0,1,0
