id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,subject to section 15 the service is provided without charge to you for up to 10 million hits per month per account,1,0,0,0,0,0,0,0,0,0,0,0
2,google may change its fees and payment policies for the service from time to time including the addition of costs for geographic data the importing of cost data from search engines or other fees charged to google or its wholly owned subsidiaries by third party vendors for the inclusion of data in the service reports,1,1,0,0,0,0,0,0,0,0,0,0
3,the changes to the fees or payment policies are effective upon your acceptance of those changes which will be posted at http  wwwgooglecom analytics,0,0,0,0,0,0,0,0,0,0,0,0
4,unless otherwise stated all fees are quoted in us,0,0,0,0,0,0,0,0,0,0,0,0
5,any outstanding balance becomes immediately due and payable upon termination of this agreement and any collection expenses including attorneys fees incurred by google will be included in the amount owed and may be charged to the credit card or other billing mechanism associated with your adwords account,0,0,0,0,0,0,0,0,0,0,1,0
6,to register for the service you must complete the registration process by providing google with current complete and accurate information as prompted by the registration form including your e mail address username and password,0,0,0,0,0,0,0,0,0,0,0,0
7,you will protect your passwords and take full responsibility for your own and third party use of your accounts,0,0,0,0,0,0,0,0,0,0,0,0
8,you are solely responsible for any and all activities that occur under your account,0,0,0,0,0,0,0,0,0,0,0,0
9,you will notify google immediately upon learning of any unauthorized use of your account or any other breach of security,0,0,0,0,0,0,0,0,0,0,0,0
10,googles or its wholly owned subsidiaries support staff may from time to time log in to the service under your customer password in order to maintain or improve service including to provide you assistance with technical or billing issues,0,1,0,0,0,0,0,0,1,0,0,0
11,subject to the terms and conditions of this agreement a google grants you a limited revocable non exclusive non sublicensable license to install copy and use the gatc solely as necessary for you to use the service on your properties or third partys properties and b you may remotely access view and download your reports stored at http  wwwgooglecom analytics,1,1,0,0,0,0,0,0,0,0,0,0
12,you will not and you will not allow any third party to i copy modify adapt translate or otherwise create derivative works of the software or the documentation ii reverse engineer decompile disassemble or otherwise attempt to discover the source code of the software except as expressly permitted by the law in effect in the jurisdiction in which you are located iii rent lease sell assign or otherwise transfer rights in or to the software the documentation or the service iv remove any proprietary notices or labels on the software or placed by the service v use post transmit or introduce any device software or routine which interferes or attempts to interfere with the operation of the service or the software or vi use data labeled as belonging to a third party in the service for purposes other than generating viewing and downloading reports,1,1,1,0,0,0,0,0,0,0,0,0
13,you will comply with all applicable laws and regulations in your use of and access to the documentation software service and reports,0,0,0,0,0,0,0,0,0,0,0,0
14,neither party will use or disclose the other partys confidential information without the others prior written consent except for the purpose of performing its obligations under this agreement or if required by law regulation or court order in which case the party being compelled to disclose confidential information will give the other party as much notice as is reasonably practicable prior to disclosing the confidential information,0,0,0,0,0,0,0,0,0,0,0,0
15,upon termination of this agreement the parties will promptly either return or destroy all confidential information and upon request provide written certification of such,0,0,0,0,0,0,0,0,0,0,0,0
16,google and its wholly owned subsidiaries may retain and use subject to the terms of its privacy policy located at http  wwwgooglecom privacyhtml information collected in your use of the service,0,1,0,0,0,0,0,0,0,0,0,0
17,google will not share your customer data or any third partys customer data with any third parties unless google i has your consent for any customer data or any third partys consent for the third partys customer data ii concludes that it is required by law or has a good faith belief that access preservation or disclosure of customer data is reasonably necessary to protect the rights property or safety of google its users or the public or iii provides customer data in certain limited circumstances to third parties to carry out tasks on googles behalf eg billing or data storage with strict restrictions that prevent the data from being used or shared except as directed by google,0,0,0,0,0,0,0,0,0,0,0,0
18,when this is done it is subject to agreements that oblige those parties to process customer data only on googles instructions and in compliance with this agreement and appropriate confidentiality and security measures,0,0,0,0,0,0,0,0,0,0,0,0
19,you will not and will not allow any third party to use the service to track collect or upload any data that personally identifies an individual such as a name email address or billing information or other data which can be reasonably linked to such information by google,0,0,0,0,0,0,0,0,0,0,0,0
20,you will have and abide by an appropriate privacy policy and will comply with all applicable laws and regulations relating to the collection of information from visitors,0,0,0,0,0,0,0,0,0,0,1,0
21,you must post a privacy policy and that privacy policy must provide notice of your use of cookies that are used to collect traffic data and you must not circumvent any privacy features eg an opt out that are part of the service,0,0,0,0,0,0,0,0,0,0,0,0
22,you may participate in an integrated version of google analytics and any doubleclick product or service or any other google display ads product or service google analytics for display advertisers,0,0,0,0,0,0,0,0,0,0,0,0
23,if you use google analytics for display advertisers you will comply with the google analytics for display advertisers policy available at http  supportgooglecom analytics bin answerpy?hlen&topic2611283&answer2700409  and as set forth in the policy disclose in your privacy policy i your use of google analytics for display advertisers and its features you use and ii how visitors can opt out from google analytics for display advertisers,0,0,0,1,0,0,0,0,0,0,0,0
24,your access to and use of any doubleclick or google display ads data is subject to the applicable terms between you and google,0,0,0,0,0,0,0,0,0,0,0,0
25,to the extent permitted by applicable law you will indemnify hold harmless and defend google and its wholly owned subsidiaries at your expense from any and all third party claims actions proceedings and suits brought against google or any of its officers directors employees agents or affiliates and all related liabilities damages settlements penalties fines costs or expenses including reasonable attorneys fees and other litigation expenses incurred by google or any of its officers directors employees agents or affiliates arising out of or relating to i your breach of any term or condition of this agreement ii your use of the service iii your violations of applicable laws rules or regulations in connection with the service iv any representations and warranties made by you concerning any aspect of the service the software or reports to any third party v any claims made by or on behalf of any third party pertaining directly or indirectly to your use of the service the software or reports vi violations of your obligations of privacy to any third party and vii any claims with respect to acts or omissions of any third party in connection with the service the software or reports,0,0,0,0,0,0,0,0,0,0,1,0
26,google will provide you with written notice of any claim suit or action from which you must indemnify google,0,0,0,0,0,0,0,0,0,0,0,0
27,you will cooperate as fully as reasonably required in the defense of any claim,0,0,0,0,0,0,0,0,0,0,0,0
28,google reserves the right at its own expense to assume the exclusive defense and control of any matter subject to indemnification by you,0,0,0,0,0,0,0,0,0,0,1,0
29,if you use the service on behalf of the third party or a third party otherwise uses the service through your account whether or not you are authorized by google to do so then you represent and warrant that a you are authorized to act on behalf of and bind to this agreement the third party to all obligations that you have under this agreement b google may share with the third party any customer data that is specific to the third partys properties and c you will not disclose third partys customer data to any other party without the third partys consent,0,1,0,0,0,0,0,0,0,0,0,0
30,to the fullest extent permitted by applicable law except as expressly provided for in this agreement google makes no other warranty of any kind whether express implied statutory or otherwise including without limitation warranties of merchantability fitness for a particular use and noninfringement,0,0,0,0,0,0,0,0,0,0,0,1
31,to the extent permitted by applicable law google will not be liable for your lost revenues or indirect special incidental consequential exemplary or punitive damages even if the google or its subsidiaries and affiliates have been advised of knew or should have known that such damages were possible and even if direct damages do not satisfy a remedy,0,0,0,0,0,0,0,0,0,0,1,0
32,googles and its wholly owned subsidiaries total cumulative liability to you or any other party for any loss or damages resulting from claims demands or actions arising out of or relating to this agreement will not exceed $500 usd,0,0,0,0,0,0,0,0,0,0,1,0
33,the service which includes the software and all intellectual property rights therein are and will remain the property of google and its wholly owned subsidiaries,1,1,0,0,0,0,0,0,0,0,0,0
34,all rights in and to the software not expressly granted to you in this agreement are reserved and retained by google and its licensors without restriction including googles and its wholly owned subsidiaries right to sole ownership of the software and documentation,1,1,1,0,0,0,0,0,0,0,0,0
35,without limiting the generality of the foregoing you agree not to and not to allow any third party to a sublicense distribute or use the service or software outside of the scope of the license granted in this agreement b copy modify adapt translate prepare derivative works from reverse engineer disassemble or decompile the software or otherwise attempt to discover any source code or trade secrets related to the service c rent lease sell assign or otherwise transfer rights in or to the software or the service d use post transmit or introduce any device software or routine which interferes or attempts to interfere with the operation of the service or the software e use the trademarks trade names service marks logos domain names and other distinctive brand features or any copyright or other proprietary rights associated with the service for any purpose without the express written consent of google f register attempt to register or assist anyone else to register any trademark trade name serve marks logos domain names and other distinctive brand features copyright or other proprietary rights associated with google or its wholly owned subsidiaries other than in the name of google or its wholly owned subsidiaries as the case may be or g remove obscure or alter any notice of copyright trademark or other proprietary right appearing in or on any item included with the service,1,1,1,0,0,1,0,0,0,0,0,0
