id,text,commercial_use,distribution,modification,private_use,patent_use,trademark_use,disclose_source,license_and_copyright_notice,same_license,state_changes,liability,warranty
1,licensor hereby grants you a fully paid non exclusive non transferable worldwide limited license without the right to sublicense under licensors applicable intellectual property rights to view download use and reproduce the specification only for the purpose of internal evaluation,0,0,0,1,0,0,0,0,0,0,0,0
2,this includes developing applications intended to run on an implementation of the specification provided that such applications do not themselves implement any portions of the specification,0,0,0,0,0,0,0,0,0,0,0,0
3,licensor also grants you a perpetual non exclusive non transferable worldwide fully paid up royalty free limited license without the right to sublicense under any applicable copyrights or subject to the provisions of subsection 4 below patent rights it may have covering the specification to create and or distribute an independent implementation of the specification that a fully implements the specification including all its required interfaces and functionality b does not modify subset superset or otherwise extend the licensor name space or include any public or protected packages classes java interfaces fields or methods within the licensor name space other than those required authorized by the specification or specifications being implemented and c passes the technology compatibility kit including satisfying the requirements of the applicable tck users guide for such specification compliant implementation,0,0,0,0,0,0,0,0,0,0,0,0
4,in addition the foregoing license is expressly conditioned on your not acting outside its scope,0,0,0,0,0,0,0,0,0,0,0,0
5,no license is granted hereunder for any other purpose including for example modifying the specification other than to the extent of your fair use rights or distributing the specification to third parties,0,0,0,0,0,0,0,0,0,0,0,0
6,you need not include limitations a c from the previous paragraph or any other particular pass through requirements in any license you grant concerning the use of your independent implementation or products derived from it,0,0,0,0,0,0,0,0,0,0,0,0
7,however except with respect to independent implementations and products derived from them that satisfy limitations a c from the previous paragraph you may neither a grant or otherwise pass through to your licensees any licenses under licensors applicable intellectual property rights nor b authorize your licensees to make any claims concerning their implementations compliance with the specification,0,0,0,0,0,0,0,0,0,0,0,0
8,with respect to any patent claims covered by the license granted under subparagraph 2 above that would be infringed by all technically feasible implementations of the specification such license is conditioned upon your offering on fair reasonable and non discriminatory terms to any party seeking it from you a perpetual non exclusive non transferable worldwide license under your patent rights that are or would be infringed by all technically feasible implementations of the specification to develop distribute and use a compliant implementation,0,0,0,0,1,0,0,0,0,0,0,0
9,this agreement will terminate immediately without notice from licensor if you fail to comply with any material provision of or act outside the scope of the licenses granted above,0,0,0,0,0,0,0,0,0,0,0,0
10,no right title or interest in or to any trademarks service marks or trade names of licensor is granted hereunder,0,0,0,0,0,1,0,0,0,0,0,0
11,java is a registered trademark of sun microsystems inc in the united states and other countries,0,0,0,0,0,0,0,0,0,0,0,0
12,licensor makes no representations or warranties either express or implied including but not limited to warranties of merchantability fitness for a particular purpose non infringement including as a consequence of any practice or implementation of the specification or that the contents of the specification are suitable for any purpose,0,0,0,0,0,0,0,0,0,0,0,0
13,this document does not represent any commitment to release or implement any portion of the specification in any product,0,0,0,0,0,0,0,0,0,0,0,0
14,the specification could include technical inaccuracies or typographical errors,0,0,0,0,0,0,0,0,0,0,0,0
15,changes are periodically added to the information therein these changes will be incorporated into new versions of the specification if any,0,0,0,0,0,0,0,0,0,1,0,0
16,licensor may make improvements and or changes to the products and or the programs described in the specification at any time,0,0,0,0,0,0,0,0,0,0,0,0
17,any use of such changes in the specification will be governed by the then current license for the applicable version of the specification,0,0,0,0,0,0,0,0,0,0,0,0
18,to the extent not prohibited by law in no event will licensor be liable for any damages including without limitation lost revenue profits or data or for special indirect consequential incidental or punitive damages however caused and regardless of the theory of liability arising out of or related to any furnishing practicing modifying or any use of the specification even if licensor has been advised of the possibility of such damages,0,0,0,0,0,0,0,0,0,0,1,0
19,if you provide licensor with any comments or suggestions in connection with your use of the specification feedback you hereby i agree that such feedback is provided on a non proprietary and non confidential basis and ii grant licensor a perpetual non exclusive worldwide fully paid up irrevocable license with the right to sublicense through multiple levels of sublicensees to incorporate disclose and use without limitation the feedback for any purpose related to the specification and future versions implementations and test suites thereof,0,0,0,0,0,0,0,0,0,0,0,0
20,[addendum to the day specification license] in addition to the permissions granted under the specification license day management ag hereby grants to you a perpetual worldwide non exclusive no charge royalty free irrevocable license to reproduce publicly display publicly perform sublicense and distribute unmodified copies of the content repository for java technology api jcr 10 java archive jar file jcr 10jar and to make have made use offer to sell sell import and otherwise transfer said file on its own or as part of a larger work that makes use of the jcr api,1,1,1,1,0,0,0,0,0,0,0,0
